Temperature,Conductivity,PH,Turbidity,ODO,BGA
17.63,2045,8.65,23.1,8.69,0
17.54,2045,8.65,23.18,8.66,0
17.15,2041,8.64,24.34,8.44,0
17.3,2045,8.64,23.56,8.5,0
17.13,2043,8.63,25.01,8.33,0
16.72,2042,8.6,32.67,7.89,0
16.63,2041,8.6,42.05,7.8,0
16.58,2042,8.6,46.18,7.76,0
16.58,2042,8.6,55.36,7.75,0
16.58,2042,8.6,63.25,7.74,0
16.56,2042,8.6,59.35,7.75,0
16.54,2042,8.6,71.09,7.74,0
16.5,2042,8.6,68.8,7.75,0
16.47,2043,8.6,76.84,7.75,0
16.46,2043,8.6,93.28,7.77,0
16.44,2043,8.61,96.81,7.78,0
16.44,2044,8.61,94.15,7.82,0
16.43,2046,8.63,92.41,7.89,0
16.42,2046,8.64,92.38,7.94,0
16.42,2047,8.64,89.61,7.96,0
16.39,2048,8.65,92.51,7.98,0
16.36,2048,8.65,92.84,7.99,0
16.35,2049,8.65,92.26,8.02,0
16.35,2050,8.65,91.23,8.02,1
16.32,2049,8.65,94.63,8.02,0
16.3,2049,8.65,97.72,8.02,0
16.29,2049,8.65,93.81,8.01,1
16.29,2048,8.65,95.21,8,0
16.28,2048,8.65,85.67,7.99,0
16.27,2048,8.65,95.34,7.97,0
16.26,2048,8.64,94.33,7.94,0
16.23,2048,8.63,91.49,7.91,0
16.2,2049,8.63,91.69,7.9,0
16.19,2049,8.63,88.41,7.89,0
16.17,2049,8.63,87.28,7.89,0
16.14,2049,8.63,82.75,7.89,0
16.11,2049,8.61,81.76,7.83,0
16.09,2048,8.6,92.11,7.81,0
16.05,2048,8.6,83.5,7.81,0
16.04,2048,8.61,83.77,7.81,0
16.03,2048,8.61,85.08,7.81,0
16.01,2048,8.61,79.9,7.81,0
15.97,2048,8.61,82.91,7.8,0
15.93,2048,8.61,86.93,7.81,0
15.91,2048,8.61,92.63,7.81,0
15.87,2048,8.61,114.04,7.82,0
15.84,2048,8.61,128.71,7.83,0
15.81,2048,8.62,151.04,7.85,1
15.77,2049,8.62,160.21,7.86,1
15.73,2050,8.62,157.55,7.88,1
15.7,2051,8.63,165.49,7.88,1
15.68,2052,8.63,173.24,7.87,1
15.62,2053,8.63,167,7.88,1
15.6,2053,8.63,171.66,7.88,1
15.56,2054,8.63,157.85,7.9,1
15.53,2054,8.63,161.33,7.9,1
15.52,2054,8.63,141.58,7.91,1
15.5,2055,8.63,162.36,7.92,1
15.49,2054,8.63,174.75,7.91,1
15.48,2054,8.63,168.93,7.92,1
15.47,2054,8.63,170.82,7.92,1
15.47,2054,8.63,172.73,7.93,1
15.46,2054,8.64,178.29,7.94,1
15.47,2054,8.64,169.18,7.95,1
15.47,2053,8.64,176.92,7.94,1
15.48,2052,8.64,177.56,7.95,1
15.49,2051,8.64,181.66,7.95,1
15.49,2047,8.64,179.35,7.96,1
15.52,2047,8.64,175.23,7.95,1
15.54,2047,8.64,177.34,7.95,1
15.57,2046,8.64,166.04,7.96,1
15.61,2046,8.64,156.22,7.96,1
15.66,2046,8.64,147.69,7.97,1
15.69,2046,8.64,142.74,7.98,1
15.73,2047,8.64,138.23,7.98,1
15.75,2050,8.64,138.49,7.99,1
15.76,2051,8.64,138.18,7.98,1
15.75,2051,8.63,133.64,7.99,0
15.8,2051,8.63,139.02,7.99,1
15.83,2052,8.63,140.15,7.99,1
15.84,2051,8.63,154.38,7.99,1
15.89,2052,8.63,170.02,8.02,1
15.95,2054,8.63,194.72,8.03,1
15.99,2054,8.64,205.44,8.04,1
15.97,2054,8.63,238.57,8.03,1
15.88,2057,8.63,249.56,8.05,1
15.86,2054,8.63,270.04,8.05,1
15.84,2041,8.65,283.58,8.06,1
15.85,2032,8.65,298.21,8.06,1
15.84,2029,8.65,318.61,8.05,1
15.8,2030,8.64,338.06,8.05,1
15.75,2037,8.63,354.67,8.04,1
15.71,2042,8.62,373.29,8.05,1
15.67,2048,8.62,381.44,8.06,1
15.62,2051,8.61,403.54,8.07,1
15.56,2053,8.61,402.75,8.08,1
15.53,2054,8.6,407.1,8.08,1
15.49,2054,8.61,398.01,8.08,1
15.45,2054,8.61,391.98,8.08,1
15.42,2054,8.61,390.58,8.08,1
15.38,2054,8.61,358.4,8.09,1
15.35,2054,8.61,331.12,8.08,1
15.32,2054,8.61,304.55,8.09,1
15.29,2055,8.61,281.67,8.08,1
15.26,2055,8.61,260.05,8.08,1
15.24,2055,8.61,238.02,8.07,1
15.23,2055,8.61,215.12,8.07,1
15.21,2057,8.61,216.95,8.06,1
15.19,2058,8.61,215.07,8.05,1
15.13,2058,8.61,229.42,8.06,1
15.08,2058,8.61,265.28,8.06,1
15.02,2056,8.61,312.68,8.07,1
14.96,2053,8.61,344.62,8.08,1
14.91,2053,8.61,346.74,8.08,1
14.88,2054,8.61,330.81,8.08,1
14.85,2055,8.6,324.91,8.08,1
14.85,2058,8.6,310.25,8.07,1
14.83,2057,8.6,273.48,8.07,1
14.75,2053,8.61,204.08,8.08,1
14.75,2053,8.61,192.39,8.08,1
14.73,2054,8.6,189.1,8.07,1
14.71,2056,8.6,174.48,8.07,1
14.69,2053,8.61,148.24,8.06,1
14.67,2049,8.61,140.08,8.07,1
14.64,2025,8.64,131.42,8.07,1
14.61,1999,8.66,134.33,8.04,1
14.6,1994,8.68,133.41,8.04,1
14.58,1991,8.68,126.06,8.03,1
14.57,1989,8.68,122.18,8.02,1
14.55,1990,8.68,123.32,8.02,1
14.56,1990,8.68,119.29,8,1
14.52,1990,8.68,111.6,8.01,1
14.52,1990,8.68,107.11,7.99,1
14.48,1990,8.68,102.1,7.99,1
14.48,1990,8.68,98.51,7.99,1
14.49,1992,8.68,93.25,7.98,1
14.45,1993,8.68,90.56,7.98,1
14.45,1994,8.68,80.41,7.97,1
14.43,1995,8.68,79.58,7.97,1
14.43,1996,8.67,82.05,7.95,1
14.41,1997,8.67,74.73,7.95,1
14.4,1997,8.67,71.51,7.94,1
14.41,1998,8.66,77.51,7.92,1
14.39,2000,8.66,76.5,7.93,1
14.36,2001,8.65,70.77,7.93,1
14.37,2001,8.65,68.54,7.91,1
14.36,2001,8.65,68.5,7.89,1
14.34,2000,8.66,61.52,7.88,1
14.34,1999,8.66,66.79,7.86,1
14.32,1999,8.66,65.97,7.87,1
14.31,1999,8.66,69.55,7.88,1
14.33,2000,8.66,64.14,7.87,1
14.34,2001,8.65,65.63,7.85,1
14.32,2001,8.65,61.28,7.88,1
14.31,2002,8.65,65.08,7.9,1
14.34,2002,8.65,66.37,7.83,1
14.31,2002,8.65,61.2,7.9,1
14.31,2002,8.65,63.1,7.89,1
14.29,2002,8.65,64.3,7.9,1
14.3,2002,8.65,53.64,7.91,1
14.3,2001,8.65,59.07,7.91,1
14.29,2001,8.65,61.23,7.96,1
14.32,2002,8.65,53.21,7.9,1
14.33,2002,8.65,53.5,7.95,1
14.34,2001,8.66,52.25,8.03,1
14.36,2000,8.67,46.85,8.08,1
14.36,2000,8.68,72.58,8.13,1
14.38,2000,8.68,50.7,8.23,1
14.41,2000,8.69,45.93,8.4,1
14.39,1999,8.69,46.42,8.37,0
14.39,2000,8.69,47.11,8.45,1
14.38,2000,8.69,53.85,8.27,0
14.41,2000,8.68,43.43,8.33,1
14.4,2001,8.67,43.24,8.09,0
14.46,2000,8.71,42.86,8.53,1
14.47,2000,8.7,41.45,8.61,0
14.44,2000,8.69,40.94,8.39,1
14.49,2000,8.7,41.03,8.62,1
14.47,1999,8.69,41.19,8.38,0
14.5,1997,8.7,40.66,8.53,1
14.65,1997,8.7,40.99,8.42,0
14.99,1998,8.71,38.6,8.61,1
14.83,2003,8.68,55.46,8.33,1
14.71,2004,8.66,47.27,8.12,0
14.65,2004,8.66,60.7,8.13,0
14.65,2003,8.67,67.01,8.23,0
14.62,2003,8.66,66.92,8.19,1
14.59,2004,8.66,74.06,8.21,1
14.59,2003,8.66,72.2,8.19,0
14.57,2004,8.66,67.25,8.23,0
14.57,2004,8.66,69.17,8.24,0
14.57,2004,8.66,63.13,8.23,1
14.56,2006,8.65,65.14,8.19,0
14.56,2007,8.65,61.18,8.23,0
14.55,2008,8.65,59.47,8.25,0
14.5,2009,8.65,56.08,8.26,0
14.48,2010,8.65,55.57,8.26,0
14.43,2011,8.65,52.87,8.28,0
14.42,2014,8.65,54.71,8.3,0
14.39,2014,8.64,60.6,8.25,0
14.37,2015,8.64,69.8,8.22,0
14.33,2015,8.64,71.85,8.24,1
14.29,2015,8.64,84.58,8.24,0
14.26,2016,8.64,90.84,8.23,1
14.2,2017,8.64,96.88,8.23,1
14.14,2018,8.64,97.26,8.21,0
14.1,2019,8.63,97.35,8.2,0
14.07,2021,8.63,98.19,8.18,0
14.05,2023,8.63,100.55,8.17,0
14.03,2022,8.63,102.61,8.17,0
14.01,2023,8.63,107.61,8.17,0
13.98,2024,8.63,107.26,8.17,1
13.96,2024,8.63,102.41,8.17,0
13.94,2025,8.63,101.99,8.18,0
13.91,2026,8.63,102.9,8.18,0
13.88,2026,8.63,103.56,8.17,0
13.86,2026,8.63,101.69,8.16,0
13.83,2026,8.63,107.66,8.15,0
13.78,2026,8.63,107.59,8.15,0
13.76,2026,8.63,106.07,8.14,0
13.73,2026,8.63,101.64,8.14,0
13.7,2027,8.63,104.99,8.15,0
13.67,2029,8.63,104.87,8.19,1
13.66,2031,8.63,97.38,8.26,1
13.66,2032,8.64,96.88,8.3,1
13.66,2034,8.64,90.09,8.35,1
13.67,2037,8.65,92.93,8.38,1
13.66,2038,8.65,89.86,8.38,1
13.65,2040,8.65,88.87,8.36,1
13.65,2041,8.65,90.15,8.31,1
13.6,2044,8.65,87.74,8.26,1
13.58,2045,8.65,85.04,8.23,1
13.59,2045,8.65,83.78,8.22,1
13.59,2046,8.66,89.66,8.2,1
13.58,2048,8.67,77.31,8.21,1
13.62,2052,8.67,75.69,8.21,1
13.64,2054,8.67,70.89,8.2,1
13.64,2057,8.67,76.03,8.2,0
13.63,2057,8.66,77.09,8.19,1
13.63,2057,8.66,72.76,8.18,0
13.62,2058,8.66,74.5,8.19,0
13.6,2058,8.66,72.87,8.18,0
13.59,2058,8.66,70.71,8.16,0
13.57,2058,8.66,65.9,8.15,0
13.62,2058,8.66,71.95,8.11,0
13.6,2058,8.66,65.75,8.12,0
13.62,2058,8.66,69.17,8.11,1
13.64,2058,8.66,70.03,8.1,1
13.63,2058,8.66,75.24,8.11,1
13.62,2058,8.67,79.47,8.12,1
13.61,2058,8.67,75.41,8.14,1
13.61,2058,8.67,77.22,8.14,1
13.61,2057,8.67,74.62,8.16,1
13.61,2057,8.67,77.16,8.16,1
13.62,2057,8.67,73.85,8.18,1
13.62,2056,8.67,73.14,8.18,1
13.62,2055,8.68,72.49,8.21,0
13.63,2054,8.68,72.85,8.22,0
13.65,2053,8.68,69.41,8.22,0
13.68,2052,8.68,71.37,8.23,0
13.71,2052,8.69,73.59,8.24,1
13.74,2051,8.69,66.48,8.24,0
13.79,2051,8.69,67.32,8.26,1
13.83,2051,8.69,67.13,8.25,0
13.9,2051,8.69,66.76,8.24,0
13.97,2052,8.68,64.73,8.24,0
13.98,2053,8.68,65.6,8.26,0
13.97,2055,8.67,67.58,8.29,0
13.94,2055,8.66,60.2,8.33,0
13.92,2055,8.65,62.95,8.27,0
13.9,2054,8.64,63.81,8.29,0
13.89,2053,8.64,67.05,8.3,0
13.86,2052,8.63,68.7,8.29,0
13.83,2051,8.63,74.31,8.3,0
13.81,2051,8.64,78.42,8.31,0
13.8,2052,8.64,81.11,8.31,0
13.78,2052,8.64,83.64,8.33,0
13.76,2052,8.65,82.76,8.36,0
13.75,2053,8.66,82.82,8.39,0
13.74,2053,8.66,80.95,8.4,0
13.73,2053,8.67,85.37,8.4,0
13.72,2052,8.68,83.55,8.4,1
13.69,2051,8.68,82.2,8.4,0
13.67,2049,8.69,80.81,8.39,0
13.64,2047,8.69,77.96,8.37,0
13.61,2047,8.69,77.97,8.36,0
13.56,2046,8.68,76.78,8.35,0
13.52,2051,8.67,71.03,8.35,0
13.49,2055,8.66,72.48,8.35,0
13.5,2056,8.66,80.89,8.3,0
13.49,2056,8.66,90.97,8.29,0
13.45,2056,8.66,83.58,8.3,1
13.43,2056,8.66,86.16,8.3,0
13.41,2056,8.66,92.51,8.29,1
13.37,2060,8.65,87.82,8.31,0
13.32,2068,8.64,89.01,8.34,1
13.25,2081,8.61,88.84,8.38,1
13.21,2079,8.61,89.72,8.38,1
13.24,2072,8.62,93.04,8.33,1
13.19,2071,8.62,94.79,8.33,1
13.2,2069,8.63,86.04,8.32,1
13.2,2068,8.63,88.98,8.32,1
13.19,2068,8.63,86.3,8.32,1
13.18,2068,8.63,92.79,8.31,1
13.16,2069,8.63,79.11,8.31,1
13.11,2070,8.63,76.38,8.31,1
13.14,2071,8.63,77.41,8.3,1
13.07,2073,8.62,80.18,8.32,1
13.05,2077,8.61,77.75,8.34,1
13.02,2076,8.61,59.68,8.35,1
13.07,2071,8.63,61.09,8.32,1
13.06,2063,8.64,59.43,8.31,1
13.05,2054,8.65,57.86,8.3,1
13.07,2053,8.66,62.75,8.27,1
13.1,2051,8.66,60.8,8.25,0
13.13,2048,8.67,62.25,8.22,0
13.13,2047,8.67,61.81,8.19,0
13.13,2047,8.67,62.94,8.18,0
13.12,2047,8.67,57.97,8.18,0
13.12,2047,8.67,63.86,8.15,0
13.11,2047,8.67,60.77,8.16,0
13.1,2047,8.67,59.28,8.15,0
13.08,2048,8.67,57.09,8.16,0
13.06,2049,8.66,56.37,8.16,0
13.03,2049,8.66,55.53,8.16,0
13.01,2050,8.66,51.69,8.16,0
12.99,2050,8.66,55.88,8.15,0
12.96,2051,8.65,54.47,8.15,0
12.94,2054,8.65,57.14,8.13,0
12.89,2058,8.64,53.29,8.14,0
12.89,2060,8.63,54.98,8.12,1
12.91,2058,8.64,58.43,8.09,0
12.87,2059,8.63,55.71,8.09,0
12.87,2060,8.63,58.67,8.07,0
12.86,2060,8.63,59.59,8.05,0
12.78,2062,8.62,55.45,8.1,0
12.78,2062,8.62,59.09,8.1,0
12.73,2062,8.62,62.37,8.1,0
12.66,2057,8.62,55.65,8.14,1
12.65,2054,8.62,59.19,8.15,1
12.67,2053,8.62,66.39,8.13,0
12.64,2049,8.63,61.43,8.15,0
12.66,2048,8.63,67.24,8.13,0
12.68,2047,8.63,62.44,8.11,0
12.7,2045,8.64,66.25,8.09,0
12.7,2044,8.64,65.59,8.08,0
12.68,2043,8.64,67.64,8.08,0
12.7,2041,8.64,68.61,8.07,0
12.67,2040,8.65,67.87,8.1,0
12.66,2039,8.65,67,8.11,0
12.63,2039,8.64,67.3,8.11,0
12.61,2039,8.64,70.38,8.12,0
12.59,2039,8.64,68.94,8.12,0
12.56,2038,8.64,68.76,8.14,0
12.57,2037,8.65,72.93,8.14,0
12.55,2036,8.65,69.05,8.13,0
12.56,2035,8.65,69.09,8.14,0
12.53,2035,8.65,65.13,8.19,0
12.52,2036,8.65,66.22,8.21,0
12.53,2036,8.64,66.78,8.21,0
12.49,2035,8.64,68.14,8.24,0
12.48,2034,8.64,67.32,8.26,0
12.48,2033,8.64,74.61,8.25,0
12.45,2032,8.64,73.22,8.28,0
12.45,2032,8.64,79.01,8.27,0
12.43,2032,8.64,78.47,8.28,0
12.43,2032,8.64,74.57,8.29,0
12.42,2032,8.63,80.8,8.28,0
12.4,2032,8.63,72.62,8.3,0
12.38,2032,8.63,75.89,8.32,0
12.37,2033,8.63,80.04,8.31,0
12.36,2032,8.63,75.45,8.32,0
12.35,2031,8.63,76.55,8.33,0
12.34,2031,8.63,78.38,8.34,0
12.34,2030,8.63,81.6,8.37,0
12.33,2030,8.63,87.79,8.36,0
12.32,2029,8.63,84.19,8.38,0
12.31,2029,8.62,83.62,8.38,0
12.3,2029,8.62,82.1,8.37,0
12.29,2029,8.63,82.01,8.37,0
12.27,2029,8.62,84.39,8.38,0
12.26,2029,8.63,87.02,8.38,0
12.24,2029,8.62,81.76,8.4,0
12.24,2029,8.62,89.24,8.39,0
12.21,2029,8.62,78.82,8.42,0
12.22,2030,8.62,84.6,8.41,0
12.22,2030,8.62,80.8,8.4,0
12.2,2030,8.62,76.45,8.41,0
12.2,2031,8.62,78.08,8.4,0
12.19,2031,8.63,74.99,8.39,0
12.17,2031,8.63,68.47,8.41,0
12.14,2030,8.64,61.79,8.43,0
12.15,2029,8.64,61.5,8.42,0
12.14,2027,8.64,56.78,8.42,0
12.14,2025,8.64,52.71,8.41,0
12.12,2022,8.65,53.27,8.41,0
12.11,2021,8.65,51.34,8.41,0
12.11,2021,8.65,51.87,8.41,0
12.09,2022,8.65,49.18,8.41,0
12.11,2023,8.65,50.71,8.39,0
12.11,2025,8.65,50.75,8.38,0
12.09,2026,8.65,44.72,8.38,0
12.08,2027,8.65,47.96,8.37,0
12.07,2027,8.65,47.1,8.36,0
12.06,2027,8.64,48.91,8.35,0
12.06,2027,8.64,47.02,8.34,1
12.05,2027,8.64,47.92,8.32,0
12.03,2026,8.64,43.71,8.32,0
12.01,2026,8.64,46.79,8.32,0
12.01,2025,8.64,45.08,8.31,0
11.99,2025,8.64,42.87,8.31,0
11.96,2024,8.64,42.46,8.32,0
11.96,2025,8.64,41.37,8.31,0
11.95,2025,8.64,42.57,8.29,0
11.94,2025,8.64,41.63,8.28,0
11.96,2025,8.64,43.65,8.26,0
11.93,2025,8.64,40.73,8.25,0
11.93,2026,8.64,44.43,8.26,0
11.93,2026,8.64,43.8,8.24,0
11.92,2027,8.63,43.5,8.21,0
11.89,2027,8.64,42.66,8.23,0
11.89,2028,8.63,42.41,8.21,0
11.87,2028,8.63,43.21,8.2,0
11.85,2028,8.63,41.02,8.21,0
11.83,2029,8.63,40.86,8.21,0
11.81,2028,8.63,38.05,8.19,0
11.82,2029,8.63,37.55,8.16,0
11.8,2030,8.63,37.31,8.13,0
11.79,2030,8.63,37.68,8.07,1
11.77,2030,8.63,37.29,8.1,0
11.75,2030,8.63,35.76,8.15,0
11.75,2030,8.63,38.78,8.14,0
11.7,2031,8.63,37.66,8.13,0
11.73,2031,8.63,37.65,8.11,0
11.71,2031,8.62,38.85,8.1,0
11.71,2031,8.62,41.73,8.06,0
11.68,2032,8.62,38.82,8.07,0
11.65,2031,8.62,47.08,8.06,0
11.64,2032,8.62,36.59,8.08,0
11.67,2032,8.62,43.98,8.04,0
11.63,2031,8.62,38.93,8.1,0
11.65,2032,8.62,39.63,8.07,0
11.64,2032,8.62,39.04,8.09,0
11.65,2032,8.62,41.55,8.03,0
11.61,2032,8.63,36.17,8.15,0
11.61,2032,8.63,35.19,8.17,0
11.64,2032,8.63,34.1,8.2,0
11.65,2031,8.63,34.1,8.25,0
11.66,2031,8.64,33.55,8.34,0
11.64,2031,8.63,32.41,8.24,0
11.65,2030,8.63,32.64,8.3,0
11.66,2030,8.64,32.47,8.34,0
11.65,2030,8.62,33.22,8.14,0
11.65,2030,8.62,34.75,8.04,0
11.65,2032,8.61,37.47,7.98,0
11.68,2031,8.62,32.4,8.09,0
11.68,2031,8.62,32.93,8.06,0
11.71,2030,8.64,33.44,8.25,0
11.77,2030,8.65,30,8.49,0
11.74,2030,8.64,31.43,8.36,0
11.73,2030,8.63,31.36,8.27,0
11.75,2031,8.63,31.54,8.22,0
11.73,2032,8.62,31.83,8.09,0
11.82,2031,8.63,30.28,8.23,0
11.88,2030,8.64,36.13,8.28,0
12.45,2033,8.66,27.2,8.74,0
11.99,2027,8.69,28.31,8.98,1
11.99,2029,8.69,29.2,9.01,0
12.02,2025,8.71,27.61,9.27,1
12,2025,8.69,28.47,9.06,0
12.26,2023,8.72,25.28,9.55,0
12.5,2021,8.69,27.28,8.97,0
12.19,2024,8.7,28.05,9.04,0
12.35,2026,8.69,27.49,8.96,0
12.32,2015,8.74,24.64,9.73,0
12.05,2020,8.73,27.72,9.84,0
12.51,2020,8.73,24.26,9.67,0
12.18,2016,8.73,27.96,9.63,0
12.39,2025,8.72,25.32,9.42,0
12.12,2018,8.72,27.79,9.63,0
12.08,2027,8.69,27.74,9.03,0
13.16,2055,8.67,23.73,9.02,0
13.38,2042,8.67,24.57,8.94,0
13.82,2032,8.67,22.74,9.08,1
13.02,2031,8.66,24.52,8.79,0
12.83,2032,8.66,25.16,8.74,0
12.67,2031,8.65,29.79,8.63,0
12.56,2030,8.65,30.05,8.51,0
12.43,2030,8.64,31.11,8.39,0
12.38,2030,8.63,39.03,8.29,0
12.34,2030,8.63,38.52,8.33,0
12.31,2029,8.63,50.89,8.28,0
12.27,2029,8.63,45.69,8.3,0
12.26,2029,8.63,53.35,8.28,0
12.23,2029,8.63,53.95,8.31,0
12.21,2029,8.63,54.97,8.32,0
12.19,2028,8.63,56.47,8.31,0
12.17,2028,8.63,59.11,8.29,0
12.15,2028,8.63,57.26,8.31,0
12.13,2028,8.63,56.82,8.32,0
12.07,2028,8.63,58.22,8.32,0
12.06,2028,8.63,53.7,8.32,0
12.06,2028,8.63,56.35,8.32,0
12.05,2028,8.63,51.94,8.32,0
12.04,2028,8.63,52.63,8.32,0
12.03,2028,8.63,52.78,8.32,0
12.01,2028,8.63,51.13,8.32,0
11.95,2028,8.63,48.67,8.31,0
11.96,2029,8.63,47.17,8.31,0
11.94,2029,8.63,48.73,8.31,0
11.93,2029,8.63,47.71,8.32,0
11.92,2030,8.63,48.26,8.33,0
11.91,2031,8.63,45.95,8.35,0
11.92,2032,8.63,48.39,8.36,0
11.9,2032,8.62,46.87,8.33,0
11.86,2032,8.62,45.22,8.31,0
11.92,2036,8.62,46.61,8.38,0
11.89,2036,8.62,43,8.36,0
11.86,2036,8.62,46.2,8.33,0
11.89,2037,8.62,48.35,8.29,0
11.87,2037,8.61,44.41,8.27,0
11.87,2037,8.61,46.26,8.29,0
11.84,2038,8.61,65.04,8.29,0
11.83,2038,8.61,49.37,8.29,0
11.79,2038,8.61,44.6,8.27,0
11.76,2039,8.61,49.68,8.22,0
11.77,2039,8.61,48.03,8.21,0
11.75,2040,8.61,46.6,8.19,0
11.72,2039,8.61,45.68,8.19,0
11.72,2039,8.61,52.84,8.18,0
11.71,2039,8.61,49.77,8.18,0
11.65,2037,8.61,45.39,8.23,0
11.59,2037,8.61,44.44,8.26,0
11.58,2037,8.61,44.18,8.25,0
11.58,2036,8.61,48.79,8.24,0
11.55,2036,8.61,44.41,8.25,0
11.52,2036,8.61,43.82,8.28,0
11.52,2037,8.61,44.42,8.26,0
11.51,2037,8.61,41.03,8.25,0
11.53,2036,8.61,43.16,8.25,0
11.54,2036,8.61,41.02,8.28,0
11.59,2034,8.62,38.94,8.35,0
11.62,2034,8.62,39.48,8.34,0
11.67,2035,8.62,40.13,8.34,0
11.67,2033,8.63,41.6,8.4,0
11.82,2034,8.63,38.29,8.43,0
11.93,2035,8.63,34.53,8.44,0
12.06,2035,8.63,34.59,8.48,0
12.04,2033,8.63,35.36,8.49,0
12.03,2033,8.63,35.76,8.48,0
12.06,2035,8.63,34.42,8.46,0
12.01,2035,8.63,35.67,8.42,0
12.15,2037,8.63,35.9,8.5,0
12.09,2034,8.63,34.26,8.45,0
12.31,2036,8.63,33.47,8.59,0
12.3,2037,8.63,33.93,8.65,0
12.04,2040,8.63,33.62,8.48,0
12.07,2037,8.63,33.77,8.53,0
12.01,2036,8.63,34.13,8.53,0
12.13,2037,8.64,33.01,8.64,0
12.14,2036,8.64,34.16,8.68,0
12.1,2034,8.64,32.69,8.71,0
12.2,2036,8.64,32.64,8.77,0
13.02,2046,8.63,30.24,8.8,0
13.51,2046,8.64,29.26,8.94,0
13.43,2043,8.64,27.29,8.92,0
13.2,2041,8.64,30.07,8.84,0
13.26,2040,8.64,29.44,8.87,0
13.21,2042,8.64,29.26,8.87,0
13.32,2038,8.64,27.15,8.9,0
13.32,2041,8.64,25.13,8.91,0
13.36,2040,8.65,28.3,8.93,0
13.33,2039,8.64,35.04,8.91,0
13.29,2039,8.64,28.29,8.91,0
13.2,2038,8.64,27.98,8.88,0
13.09,2038,8.64,26.61,8.85,0
13.07,2038,8.64,28.18,8.84,0
13.01,2037,8.64,29.73,8.77,0
12.89,2038,8.63,30.55,8.63,0
12.85,2038,8.63,31.9,8.58,0
12.79,2038,8.62,33.81,8.51,0
12.77,2038,8.62,33.68,8.53,0
12.74,2038,8.62,35.41,8.52,0
12.69,2038,8.62,42.52,8.46,0
12.67,2038,8.62,40.92,8.46,0
12.64,2038,8.62,43.28,8.46,0
12.61,2039,8.62,44.45,8.45,0
12.56,2039,8.62,47.63,8.43,0
12.54,2039,8.61,49.28,8.41,0
12.53,2040,8.61,57.66,8.4,0
12.52,2040,8.61,53.28,8.41,0
12.5,2040,8.61,55.45,8.41,0
12.49,2040,8.61,55.5,8.41,0
12.48,2040,8.61,57.21,8.41,0
12.47,2039,8.61,55.83,8.4,0
12.46,2040,8.61,55.68,8.4,0
12.44,2040,8.61,55.98,8.4,0
12.42,2040,8.61,54.46,8.4,0
12.39,2040,8.61,52.67,8.4,0
12.38,2040,8.61,49.9,8.41,0
12.38,2040,8.61,50.03,8.41,0
12.34,2041,8.61,43.94,8.42,0
12.37,2041,8.61,49.93,8.42,0
12.32,2040,8.62,46.34,8.43,0
12.34,2041,8.62,45.27,8.43,0
12.33,2041,8.62,48.23,8.44,0
12.32,2042,8.62,45.36,8.45,0
12.32,2042,8.61,45.34,8.41,0
12.31,2042,8.61,46.55,8.4,0
12.31,2043,8.61,48.43,8.38,0
12.27,2043,8.61,45.83,8.39,0
12.26,2043,8.61,45.06,8.39,0
12.27,2044,8.61,45.91,8.37,0
12.26,2044,8.61,43.92,8.36,0
12.23,2045,8.61,43.5,8.37,0
12.22,2044,8.61,42.11,8.37,0
12.2,2045,8.61,42.96,8.37,0
12.2,2045,8.61,44.02,8.36,0
12.17,2045,8.61,41.59,8.35,0
12.18,2045,8.6,42.99,8.32,0
12.16,2045,8.6,43.5,8.31,0
12.16,2045,8.6,48.73,8.31,0
12.12,2045,8.6,40.36,8.31,0
12.11,2046,8.6,40.8,8.31,0
12.09,2046,8.6,40.01,8.34,0
12.06,2046,8.6,38.75,8.33,0
12.08,2046,8.6,40.37,8.31,0
12.08,2046,8.6,40.98,8.27,0
12.08,2046,8.6,40.91,8.27,0
12.03,2046,8.6,40.08,8.28,0
12.01,2047,8.6,37.05,8.3,0
11.99,2047,8.6,37.54,8.32,0
12,2047,8.6,37.88,8.32,0
12.01,2047,8.6,38.15,8.33,0
12.02,2047,8.6,38.29,8.32,0
12.03,2047,8.6,36.95,8.36,0
12.05,2046,8.6,37.33,8.36,0
12.08,2046,8.61,38.21,8.38,0
12.1,2046,8.61,38.05,8.38,0
12.19,2046,8.61,37.14,8.43,0
12.19,2046,8.61,37.31,8.43,0
12.2,2046,8.61,37.29,8.45,0
12.24,2047,8.62,35.78,8.5,0
12.28,2047,8.62,35.95,8.57,0
12.5,2047,8.62,30.52,8.61,0
12.33,2048,8.62,35.16,8.55,0
12.48,2049,8.62,33.91,8.62,0
12.49,2048,8.62,34.75,8.61,0
12.59,2048,8.62,32.83,8.65,0
12.73,2049,8.62,33.42,8.68,0
12.84,2050,8.63,34.97,8.74,0
12.95,2051,8.63,33.06,8.79,0
12.99,2049,8.63,35.21,8.86,0
13.16,2049,8.64,31.65,8.93,0
13.19,2050,8.64,34.94,9,0
13.17,2049,8.65,28.52,9.03,0
13.16,2049,8.65,29.29,9.09,0
13.04,2049,8.65,32.07,9.15,0
13.07,2049,8.66,30.78,9.22,0
13.06,2049,8.66,31.29,9.25,0
12.97,2049,8.66,30.3,9.27,0
12.94,2048,8.66,30.62,9.28,1
12.97,2049,8.66,30.28,9.29,0
12.94,2048,8.66,31.01,9.31,0
12.91,2045,8.66,29.79,9.34,0
12.83,2045,8.65,28.82,9.1,0
