Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
6/25/2017,17:15,23.71,1695,-119,8.64,33.55,4.4,1.3,99.8,8.41,0.6
6/25/2017,17:30,24.4,1661,-119.6,8.65,25.73,4.5,1.3,102.5,8.53,0.5
6/25/2017,17:45,24.25,1705,-119,8.64,24.89,4.5,1.3,99.6,8.31,0.5
6/25/2017,18:00,24.47,1709,-119.4,8.65,24.54,4.5,1.3,100.8,8.37,0.5
6/25/2017,18:15,23.69,1751,-118,8.63,25.17,4.5,1.3,97.1,8.18,0.6
6/25/2017,18:30,25.07,1700,-119.6,8.65,23.81,4.4,1.3,103.2,8.47,0.5
6/25/2017,18:45,25.34,1712,-119.8,8.65,23.65,4.5,1.3,103.9,8.49,0.5
6/25/2017,19:00,24.53,1730,-119.1,8.64,29.29,4.5,1.3,102.3,8.49,0.5
6/25/2017,19:15,25.35,1713,-119.8,8.65,23.01,4.3,1.3,105.4,8.61,0.4
6/25/2017,19:30,24.97,1726,-119.9,8.65,23.65,4.3,1.2,105.2,8.65,0.5
6/25/2017,19:45,24.74,1729,-119.6,8.65,24.06,4.5,1.3,102,8.43,0.5
6/25/2017,20:00,25.6,1729,-119.8,8.65,21.92,4.9,1.4,106,8.62,0.5
6/25/2017,20:15,25.93,1734,-120.7,8.66,21.15,5.1,1.5,107.6,8.7,0.5
6/25/2017,20:30,25.77,1735,-120.5,8.66,21.47,5.3,1.5,107.1,8.68,0.5
6/25/2017,20:45,25.45,1743,-120,8.65,21.83,5.1,1.5,105.5,8.61,0.5
6/25/2017,21:00,25.1,1749,-119.4,8.64,21.69,5.3,1.5,103.3,8.48,0.5
6/25/2017,21:15,24.94,1754,-118.9,8.63,21.35,5.4,1.5,102.2,8.42,0.5
6/25/2017,21:30,24.7,1757,-118.5,8.63,21.46,5.3,1.5,100.3,8.29,0.5
6/25/2017,21:45,24.64,1764,-118.3,8.62,22.04,5.3,1.5,100.2,8.3,0.6
6/25/2017,22:00,24.58,1764,-118.2,8.62,22.25,5.2,1.5,99.6,8.26,0.5
6/25/2017,22:15,24.56,1772,-118.1,8.62,21.11,4.9,1.4,99.5,8.25,0.5
6/25/2017,22:30,24.5,1769,-118,8.62,22.39,4.9,1.4,98.6,8.18,0.5
6/25/2017,22:45,24.44,1770,-117.9,8.62,21.66,4.8,1.4,98.2,8.16,0.5
6/25/2017,23:00,24.36,1769,-117.5,8.61,21.98,5,1.4,97.4,8.11,0.5
6/25/2017,23:15,24.28,1768,-117.4,8.61,20.3,4.8,1.4,96.6,8.05,0.5
6/25/2017,23:30,24.24,1768,-117.2,8.61,21.92,4.8,1.4,96.1,8.02,0.5
6/25/2017,23:45,24.17,1768,-117.1,8.61,21.9,4.7,1.4,95.6,7.98,0.5
6/26/2017,0:00,24.19,1772,-117.1,8.61,20.89,4.6,1.3,95.8,7.99,0.5
6/26/2017,0:15,24.18,1773,-117,8.61,22.09,4.7,1.3,95.4,7.96,0.5
6/26/2017,0:30,24.17,1777,-117.1,8.61,21.14,4.6,1.3,95.4,7.96,0.5
6/26/2017,0:45,24.11,1777,-117,8.61,21.47,4.6,1.3,94.9,7.93,0.5
6/26/2017,1:00,24.05,1776,-117,8.61,21.53,4.9,1.4,94.3,7.89,0.5
6/26/2017,1:15,23.98,1775,-116.8,8.6,21.21,4.4,1.3,94,7.88,0.5
6/26/2017,1:30,23.92,1768,-116.4,8.6,21.52,4.5,1.3,93.1,7.81,0.5
6/26/2017,1:45,23.86,1770,-116.5,8.6,21.49,4.4,1.3,92.5,7.77,0.5
6/26/2017,2:00,23.81,1767,-116.4,8.6,21.86,4.4,1.3,92.1,7.74,0.5
6/26/2017,2:15,23.78,1774,-116.5,8.6,21.56,4.5,1.3,92.3,7.76,0.5
6/26/2017,2:30,23.76,1778,-116.4,8.6,21.29,4.4,1.3,92.1,7.75,0.5
6/26/2017,2:45,23.74,1778,-116.1,8.59,21.48,4.3,1.3,91.7,7.72,0.5
6/26/2017,3:00,23.69,1777,-116,8.59,20.62,4.6,1.3,91.1,7.68,0.4
6/26/2017,3:15,23.6,1780,-116.1,8.59,20.22,4.6,1.3,91.1,7.69,0.6
6/26/2017,3:30,23.52,1776,-115.8,8.59,19.67,4.1,1.2,90.2,7.62,0.5
6/26/2017,3:45,23.44,1768,-115.6,8.59,20.92,4.1,1.2,89.3,7.56,0.5
6/26/2017,4:00,23.38,1767,-115.6,8.59,21.45,4.3,1.3,89,7.54,0.5
6/26/2017,4:15,23.32,1767,-115.6,8.59,21.27,4.3,1.3,89.2,7.57,0.5
6/26/2017,4:30,23.29,1768,-115.4,8.58,22.79,4,1.2,88.3,7.5,0.5
6/26/2017,4:45,23.27,1771,-115.3,8.58,20.63,3.4,1,88.3,7.5,0.5
6/26/2017,5:00,23.22,1769,-115.4,8.58,21.79,4,1.2,88.1,7.49,0.4
6/26/2017,5:15,23.15,1764,-115.2,8.58,20.93,3.9,1.1,87.4,7.44,0.4
6/26/2017,5:30,23.11,1764,-115.2,8.58,21.02,4,1.2,87.4,7.44,0.5
6/26/2017,5:45,23.04,1763,-115,8.58,21.48,3.7,1.1,86.9,7.41,0.4
6/26/2017,6:00,22.99,1763,-114.8,8.58,21.42,3.6,1.1,86.2,7.36,0.5
6/26/2017,6:15,22.94,1763,-114.9,8.58,21,3.5,1,86,7.35,0.5
6/26/2017,6:30,22.87,1753,-114.5,8.57,21.34,3.4,1,84.9,7.27,0.4
6/26/2017,6:45,22.84,1750,-114.6,8.57,21.57,3.2,1,84.6,7.24,0.5
6/26/2017,7:00,22.82,1762,-114.7,8.57,21.59,3.4,1,85.2,7.3,0.4
6/26/2017,7:15,22.83,1768,-114.5,8.57,20.85,3.1,0.9,84.9,7.27,0.4
6/26/2017,7:30,22.78,1767,-114.7,8.57,21.07,3.3,1,84.6,7.25,0.5
6/26/2017,7:45,22.74,1758,-114.4,8.57,21.02,3.2,1,83.9,7.19,0.5
6/26/2017,8:00,22.72,1759,-114.2,8.57,21.45,3,0.9,83.8,7.19,0.4
6/26/2017,8:15,22.7,1761,-114.5,8.57,21.51,3.1,0.9,84.4,7.24,0.5
6/26/2017,8:30,22.68,1765,-114.7,8.57,21.43,3.1,0.9,84.6,7.27,0.5
6/26/2017,8:45,22.68,1771,-114.5,8.57,21.57,3.1,0.9,84.8,7.28,0.5
6/26/2017,9:00,22.67,1774,-114.8,8.58,21.95,3.2,1,85.6,7.35,0.5
6/26/2017,9:15,22.67,1772,-114.4,8.57,22.49,3.1,0.9,84.5,7.26,0.5
6/26/2017,9:30,22.73,1781,-114.8,8.58,22.13,3.1,0.9,85.3,7.31,0.5
6/26/2017,9:45,22.78,1789,-114.8,8.57,22.41,3.1,0.9,85.5,7.33,0.5
6/26/2017,10:00,22.84,1793,-115.1,8.58,21.77,3.1,0.9,86.3,7.39,0.4
6/26/2017,10:15,22.87,1795,-115.3,8.58,19.18,3.1,0.9,86.7,7.42,0.5
6/26/2017,10:30,22.94,1797,-115.3,8.58,21.78,3.1,0.9,87.2,7.45,0.5
6/26/2017,10:45,22.98,1799,-115.5,8.59,21.82,3.2,1,88,7.52,0.4
6/26/2017,11:00,23.09,1798,-115.7,8.59,21.53,3.1,0.9,88.6,7.55,0.4
6/26/2017,11:15,23.13,1797,-115.8,8.59,21.61,3,0.9,89.4,7.61,0.5
6/26/2017,11:30,23.18,1794,-116.1,8.6,18.98,3.1,0.9,89.9,7.64,0.4
6/26/2017,11:45,23.21,1795,-116.1,8.6,21.41,3.2,1,90.4,7.68,0.4
