Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
8/24/2017,19:45,23.22,1954,-127.4,8.79,59.68,11.6,3.2,85,7.22,1.1
8/24/2017,20:00,23.2,1952,-127.1,8.78,69.69,8.8,2.4,83.8,7.12,1.1
8/24/2017,20:15,23.16,1956,-126.7,8.78,68.84,7.5,2.1,82.9,7.05,0.9
8/24/2017,20:30,23.16,1956,-126.7,8.78,69.01,11.4,3.1,82.5,7.02,1
8/24/2017,20:45,23.17,1957,-126.7,8.78,70.2,10.2,2.8,82.3,7,0.9
8/24/2017,21:00,23.15,1955,-126.8,8.78,66.23,11.6,3.2,82.5,7.02,1.2
8/24/2017,21:15,23.13,1956,-126.4,8.77,59.09,10.7,2.9,81.9,6.97,1.1
8/24/2017,21:30,23.12,1958,-126.4,8.77,59,10.6,2.9,81.5,6.94,1
8/24/2017,21:45,23.13,1962,-126.3,8.77,59.43,9.1,2.5,81.3,6.91,0.9
8/24/2017,22:00,23.1,1961,-126,8.77,58.72,18.6,5,80.5,6.86,1.3
8/24/2017,22:15,23.08,1958,-126,8.77,59.57,10.3,2.8,80.5,6.86,1
8/24/2017,22:30,23.08,1959,-125.8,8.76,59.77,10.4,2.9,79.9,6.81,0.9
8/24/2017,22:45,23.07,1963,-125.6,8.76,58.51,9.8,2.7,79.2,6.74,0.9
8/24/2017,23:00,23.04,1961,-125.6,8.76,60.75,8.1,2.3,79.5,6.78,1.1
8/24/2017,23:15,23.05,1960,-125.4,8.76,65.89,12.5,3.4,78.6,6.7,0.8
8/24/2017,23:30,23.02,1961,-125.4,8.76,68.82,8.4,2.3,78.7,6.71,0.9
8/24/2017,23:45,22.97,1960,-125.5,8.76,54.29,10.6,2.9,79,6.74,1
8/25/2017,0:00,22.97,1959,-125.2,8.75,62.44,14.5,4,78,6.66,0.9
8/25/2017,0:15,22.95,1957,-125.2,8.75,58.64,6.5,1.8,77.7,6.64,0.9
8/25/2017,0:30,22.93,1957,-125.1,8.75,58.41,13.7,3.7,77.6,6.62,0.9
8/25/2017,0:45,22.9,1958,-124.9,8.75,53.16,8.3,2.3,77.2,6.6,1.1
8/25/2017,1:00,22.88,1956,-124.8,8.75,60.6,10.4,2.9,77.1,6.59,0.8
8/25/2017,1:15,22.88,1954,-124.6,8.74,64.7,9.4,2.6,76.5,6.54,0.8
8/25/2017,1:30,22.84,1953,-124.5,8.74,55.16,12.9,3.5,76.3,6.53,0.9
8/25/2017,1:45,22.82,1955,-124.3,8.74,50.45,10.2,2.8,75.7,6.48,0.9
8/25/2017,2:00,22.82,1955,-124,8.73,63.36,11.4,3.1,75.1,6.43,0.8
8/25/2017,2:15,22.77,1955,-124,8.73,53.69,8.1,2.2,74.7,6.4,0.8
8/25/2017,2:30,22.74,1958,-123.8,8.73,55.84,6.1,1.7,74.1,6.36,0.9
8/25/2017,2:45,22.7,1957,-123.7,8.73,53.93,7.7,2.1,73.9,6.34,0.9
8/25/2017,3:00,22.72,1956,-123.3,8.72,59.94,7.5,2.1,72.8,6.24,0.8
8/25/2017,3:15,22.66,1957,-123.2,8.72,58.8,7.4,2.1,72.6,6.24,0.9
8/25/2017,3:30,22.65,1957,-123.2,8.72,56.6,8.2,2.3,72.5,6.22,0.8
8/25/2017,3:45,22.61,1958,-123.1,8.72,57.16,8.3,2.3,72.4,6.22,0.9
8/25/2017,4:00,22.6,1957,-122.9,8.72,56.44,7.9,2.2,72.2,6.2,0.8
8/25/2017,4:15,22.55,1954,-123,8.72,63.49,8.2,2.3,72.4,6.22,0.8
8/25/2017,4:30,22.5,1958,-122.8,8.71,57.65,7.4,2.1,72.1,6.21,0.8
8/25/2017,4:45,22.51,1958,-122.6,8.71,65.08,7.8,2.2,71.5,6.15,0.7
8/25/2017,5:00,22.44,1958,-122.5,8.71,58.77,6.9,1.9,71.4,6.16,0.9
8/25/2017,5:15,22.39,1957,-122.5,8.71,60.76,8.1,2.2,71.6,6.17,0.9
8/25/2017,5:30,22.37,1955,-122.4,8.71,62.96,7.9,2.2,71.2,6.14,0.9
8/25/2017,5:45,22.34,1955,-122.3,8.71,61.26,8.4,2.3,71.1,6.15,0.8
8/25/2017,6:00,22.34,1956,-122.3,8.71,64.54,7.8,2.2,70.5,6.09,0.8
8/25/2017,6:15,22.28,1958,-122.3,8.71,56.87,8.4,2.3,70.6,6.11,0.9
8/25/2017,6:30,22.28,1958,-122.2,8.71,58.36,10.2,2.8,70.4,6.09,0.9
8/25/2017,6:45,22.25,1957,-122.1,8.7,60.12,7.9,2.2,70.2,6.08,0.8
8/25/2017,7:00,22.22,1957,-122,8.7,76.62,6.8,1.9,70,6.06,0.8
8/25/2017,7:15,22.18,1960,-121.9,8.7,63.03,4.3,1.3,69.9,6.05,0.8
8/25/2017,7:30,22.15,1960,-121.9,8.7,67.04,7.8,2.2,70,6.07,0.8
8/25/2017,7:45,22.14,1960,-121.7,8.7,75.24,6.6,1.9,69.6,6.04,0.8
8/25/2017,8:00,22.11,1957,-121.6,8.7,65.72,6.4,1.8,69.7,6.04,0.8
8/25/2017,8:15,22.09,1959,-121.6,8.7,65.03,5.9,1.7,69.9,6.06,0.8
8/25/2017,8:30,22.08,1958,-121.5,8.7,68.16,7.6,2.1,69.9,6.07,0.8
8/25/2017,8:45,22.08,1957,-121.8,8.7,65.9,7.2,2,70.3,6.1,1
8/25/2017,9:00,22.08,1960,-121.9,8.7,71.57,6.3,1.8,70.6,6.13,0.9
8/25/2017,9:15,22.09,1960,-121.8,8.7,68.29,7.2,2,70.5,6.12,0.8
8/25/2017,9:30,22.1,1958,-122,8.7,62.92,7.1,2,71.4,6.2,0.8
8/25/2017,9:45,22.11,1960,-122.2,8.71,59.64,7.6,2.1,71.8,6.23,0.9
8/25/2017,10:00,22.13,1954,-122.2,8.71,73.68,7.8,2.2,72.1,6.25,0.9
8/25/2017,10:15,22.16,1958,-122.5,8.71,64.3,9.2,2.5,72.7,6.3,0.9
8/25/2017,10:30,22.18,1959,-122.6,8.71,63.87,10.2,2.8,72.9,6.32,1
8/25/2017,10:45,22.18,1959,-122.5,8.71,67.81,9.1,2.5,72.9,6.32,0.9
8/25/2017,11:00,22.18,1960,-122.5,8.71,60.93,5.7,1.6,72.9,6.31,0.9
8/25/2017,11:15,22.19,1959,-122.6,8.71,58.03,7.4,2.1,73.2,6.34,0.8
8/25/2017,11:30,22.23,1959,-122.8,8.72,61.74,5.3,1.5,73.9,6.4,0.8
8/25/2017,11:45,22.21,1960,-122.6,8.71,58.06,6.7,1.9,73,6.32,0.7
8/25/2017,12:00,22.24,1959,-123,8.72,52.57,4.7,1.4,73.8,6.38,0.7
8/25/2017,12:15,22.26,1961,-123.1,8.72,53.53,7.1,2,74.4,6.43,0.7
8/25/2017,12:30,22.5,1956,-125,8.75,51.99,9.8,2.7,76.8,6.61,1
8/25/2017,12:45,22.62,1963,-125.8,8.77,45.34,10.6,2.9,80,6.87,1.2
8/25/2017,13:00,22.55,1962,-125.3,8.76,46.64,10.4,2.9,79.8,6.87,1
8/25/2017,13:15,22.66,1962,-125.8,8.77,45.2,8.2,2.3,79.6,6.83,0.8
8/25/2017,13:30,22.8,1963,-126.3,8.77,44.65,8.6,2.4,79.2,6.78,0.9
8/25/2017,13:45,22.9,1969,-126.9,8.78,42.95,8.5,2.4,83.9,7.17,0.9
8/25/2017,14:00,22.86,1965,-126.9,8.78,45,6.9,2,83.4,7.13,0.9
8/25/2017,14:15,23.06,1966,-127.9,8.8,45.49,7.7,2.2,86.4,7.36,0.9
8/25/2017,14:30,22.78,1966,-126.5,8.78,43.69,7.6,2.1,83.2,7.12,0.8
8/25/2017,14:45,22.91,1967,-126.8,8.78,40.8,7.2,2,85.6,7.32,0.9
8/25/2017,15:00,22.98,1960,-128.1,8.8,42.85,6.4,1.8,84.6,7.22,0.8
8/25/2017,15:15,22.94,1961,-127.2,8.79,38.7,7.2,2,82.9,7.08,0.8
8/25/2017,15:30,23.27,1963,-128.3,8.81,41.63,8.6,2.4,86,7.3,1.1
8/25/2017,15:45,23.23,1959,-127.5,8.79,40.78,8.7,2.4,89.7,7.62,0.9
8/25/2017,16:00,22.95,1963,-127.4,8.79,38.02,5.7,1.6,87.5,7.47,1
8/25/2017,16:15,23.16,1963,-128.2,8.8,38.82,7,2,90.8,7.72,1
8/25/2017,16:30,23.21,1960,-127.7,8.8,35.73,8.2,2.3,87.9,7.47,1.2
8/25/2017,16:45,23.02,1965,-127.4,8.79,38.55,8.6,2.4,86.5,7.38,0.9
8/25/2017,17:00,22.84,1959,-126.5,8.78,39.83,7.6,2.1,82.6,7.07,1
8/25/2017,17:15,22.73,1957,-125.8,8.76,38.13,6.4,1.8,81.4,6.98,0.9
8/25/2017,17:30,22.73,1959,-126,8.77,49.73,6.3,1.8,82.2,7.05,1
8/25/2017,17:45,22.76,1959,-125.5,8.76,38.88,6,1.7,82.3,7.05,0.9
8/25/2017,18:00,23.64,1957,-131.1,8.85,34.09,18.4,5,93.6,7.89,1.1
8/25/2017,18:15,23.98,1956,-132.9,8.88,35.02,13.3,3.6,101.3,8.48,1.2
8/25/2017,18:30,23.64,1960,-132.1,8.87,34.23,16.5,4.5,99.6,8.4,1.2
8/25/2017,18:45,23.17,1960,-129.5,8.83,37.01,7.7,2.2,92,7.82,1.1
8/25/2017,19:00,24.81,1958,-134.5,8.9,29.28,10.2,2.8,106.4,8.77,1.1
8/25/2017,19:15,23.8,1964,-130.2,8.83,48.99,9.6,2.7,94,7.89,0.9
8/25/2017,19:30,24.62,1971,-132.9,8.88,28.11,13.5,3.7,106.6,8.82,0.9
8/25/2017,19:45,23.68,1962,-130.7,8.84,35.49,9.5,2.6,94.4,7.95,0.9
8/25/2017,20:00,24.54,1962,-133.8,8.89,34.59,11.8,3.2,106.1,8.8,1.1
8/25/2017,20:15,24.42,1962,-133,8.88,31.31,8.4,2.3,105.2,8.74,0.8
8/25/2017,20:30,24.42,1961,-133.4,8.89,29.7,10.4,2.9,105.3,8.75,0.8
8/25/2017,20:45,24.33,1961,-133.2,8.88,30.31,10.7,2.9,104.4,8.68,1
8/25/2017,21:00,24.3,1959,-132.9,8.88,29.01,11.2,3.1,104.6,8.71,0.9
8/25/2017,21:15,24.17,1960,-132.7,8.87,27.41,8.1,2.3,103.8,8.66,0.9
8/25/2017,21:30,24.1,1962,-132.7,8.87,26.61,12,3.3,103.4,8.64,0.9
8/25/2017,21:45,24.21,1960,-133.5,8.89,25.63,7.3,2,106.2,8.85,1
8/25/2017,22:00,24.14,1959,-133.4,8.89,47.91,8.6,2.4,105.7,8.83,1
8/25/2017,22:15,23.95,1958,-131.9,8.86,26.4,7.5,2.1,100.2,8.39,0.8
8/25/2017,22:30,23.99,1956,-132.2,8.87,29.07,7.6,2.1,101.7,8.52,0.7
8/25/2017,22:45,24.03,1956,-132.8,8.88,24.13,5.7,1.6,103.5,8.66,0.8
8/25/2017,23:00,23.99,1954,-132.6,8.87,28.26,7.5,2.1,102.9,8.61,0.8
8/25/2017,23:15,23.9,1960,-132.3,8.87,26.45,6,1.7,102,8.56,0.8
8/25/2017,23:30,23.85,1958,-132,8.86,26.21,4.4,1.3,101.2,8.5,0.9
8/25/2017,23:45,23.78,1957,-131.7,8.86,24.88,7.8,2.2,100.2,8.42,0.8
8/26/2017,0:00,23.71,1958,-131.5,8.86,24.1,6.7,1.9,99.5,8.37,0.9
8/26/2017,0:15,23.68,1959,-131.4,8.86,26.66,7.3,2,99.3,8.37,1.1
8/26/2017,0:30,23.68,1958,-131.5,8.86,21.85,7.8,2.2,99.6,8.39,1.2
8/26/2017,0:45,23.68,1960,-131.8,8.86,20.5,9.5,2.6,100.4,8.46,0.9
8/26/2017,1:00,23.63,1957,-131.6,8.86,21.84,7,2,99.7,8.4,0.8
8/26/2017,1:15,23.58,1959,-131.2,8.85,24.83,6.9,1.9,98.2,8.28,0.9
8/26/2017,1:30,23.54,1959,-131.1,8.85,25.83,5.8,1.6,97.9,8.26,0.9
8/26/2017,1:45,23.49,1958,-130.7,8.84,24.71,9.8,2.7,96.6,8.16,1
8/26/2017,2:00,23.46,1959,-130.3,8.84,24.01,6.8,1.9,95.1,8.05,0.9
8/26/2017,2:15,23.46,1961,-130,8.83,22.76,6.7,1.9,94.2,7.97,0.7
8/26/2017,2:30,23.45,1959,-129.9,8.83,23.66,7.1,2,94,7.95,0.8
8/26/2017,2:45,23.43,1960,-130,8.83,21.47,8.1,2.3,93.9,7.94,0.8
8/26/2017,3:00,23.4,1957,-129.9,8.83,23.1,10.7,2.9,93.5,7.91,0.7
8/26/2017,3:15,23.38,1954,-129.9,8.83,23.12,4.7,1.4,93.3,7.9,0.7
8/26/2017,3:30,23.34,1957,-129.7,8.83,22.94,8.5,2.4,92.9,7.87,0.7
8/26/2017,3:45,23.3,1958,-129.5,8.82,21.07,4.4,1.3,92.1,7.81,0.7
8/26/2017,4:00,23.27,1955,-129.3,8.82,20.73,6.3,1.8,91.8,7.79,0.8
8/26/2017,4:15,23.25,1957,-129.4,8.82,24.16,8.2,2.3,92.1,7.82,0.9
8/26/2017,4:30,23.22,1959,-129.4,8.82,23.15,7.9,2.2,92,7.82,0.8
8/26/2017,4:45,23.17,1956,-129.3,8.82,22.31,10.2,2.8,91.5,7.78,0.8
8/26/2017,5:00,23.07,1954,-128.8,8.81,21.82,8.2,2.3,90,7.66,0.7
8/26/2017,5:15,23,1958,-128.3,8.81,22.13,9.9,2.7,88.6,7.56,0.7
8/26/2017,5:30,22.94,1957,-127.9,8.8,24.45,7.1,2,87.2,7.45,0.8
8/26/2017,5:45,22.9,1956,-127.6,8.79,24.48,9,2.5,86.1,7.36,0.7
8/26/2017,6:00,22.86,1958,-127.2,8.79,27.21,13,3.5,85.2,7.28,0.8
8/26/2017,6:15,22.81,1958,-127.1,8.79,23.73,8.9,2.5,84.5,7.24,0.9
8/26/2017,6:30,22.75,1957,-126.7,8.78,25.8,9.3,2.6,83.3,7.14,0.8
8/26/2017,6:45,22.71,1957,-126.5,8.78,28.48,9.6,2.6,82.4,7.07,0.8
8/26/2017,7:00,22.67,1955,-126.1,8.77,29.62,7.6,2.1,81.4,6.99,0.8
8/26/2017,7:15,22.62,1957,-125.8,8.77,31.48,8.5,2.4,80.6,6.93,0.7
8/26/2017,7:30,22.59,1953,-125.5,8.76,34.46,7.1,2,79.6,6.85,0.7
8/26/2017,7:45,22.56,1955,-124.9,8.75,40.15,7,2,78.1,6.72,0.7
8/26/2017,8:00,22.54,1954,-125,8.75,43.26,7.3,2.1,78.1,6.72,0.8
8/26/2017,8:15,22.52,1955,-125,8.75,43.84,8.3,2.3,78.4,6.75,0.7
8/26/2017,8:30,22.52,1955,-125,8.75,45.26,8,2.2,78.5,6.75,0.8
8/26/2017,8:45,22.52,1956,-125.1,8.75,49.83,7.8,2.2,79,6.8,0.8
8/26/2017,9:00,22.53,1955,-125.1,8.75,45.06,7.2,2,78.7,6.78,0.8
8/26/2017,9:15,22.53,1956,-125.3,8.76,46.47,8.3,2.3,79.6,6.85,0.8
8/26/2017,9:30,22.52,1955,-125.2,8.76,48.93,10,2.8,79.3,6.82,0.8
8/26/2017,9:45,22.53,1957,-125.4,8.76,46.91,9.8,2.7,79.7,6.86,0.8
8/26/2017,10:00,22.54,1959,-125.5,8.76,48.18,7.3,2.1,80,6.88,0.9
8/26/2017,10:15,22.55,1956,-125.4,8.76,48.5,6.5,1.8,79.9,6.88,0.8
8/26/2017,10:30,22.55,1958,-125.5,8.76,47.86,7.9,2.2,79.8,6.86,0.7
8/26/2017,10:45,22.65,1956,-125.8,8.77,45.52,8.8,2.5,81,6.95,0.8
8/26/2017,11:00,22.59,1957,-125.9,8.77,46.65,11.4,3.1,80.7,6.94,0.8
8/26/2017,11:15,22.64,1958,-126.4,8.78,45.31,16.7,4.5,82.1,7.05,1
8/26/2017,11:30,22.68,1956,-126.5,8.78,46.17,10.8,3,82.8,7.11,0.9
8/26/2017,11:45,22.81,1956,-127.7,8.8,42.03,18.9,5.1,87.2,7.47,1.3
8/26/2017,12:00,22.85,1961,-128.1,8.8,44.47,30.1,8.1,89.1,7.62,1.3
8/26/2017,12:15,22.85,1958,-128.4,8.81,39.7,25.1,6.7,89.1,7.62,1.2
8/26/2017,12:30,22.86,1960,-129.2,8.82,36.73,20.4,5.5,91.5,7.83,1.4
8/26/2017,12:45,22.76,1963,-127.2,8.79,39.1,5.1,1.5,85.7,7.34,0.7
8/26/2017,13:00,22.8,1963,-128,8.8,37.01,8.4,2.3,88.1,7.55,0.7
8/26/2017,13:15,22.85,1960,-128.6,8.81,36.6,8,2.2,90.2,7.71,0.8
8/26/2017,13:30,22.97,1968,-128.5,8.81,37.4,7.7,2.2,89,7.59,0.8
8/26/2017,13:45,23.23,1967,-129.4,8.82,33.43,14.3,3.9,91.3,7.76,0.9
8/26/2017,14:00,23.76,1965,-131.9,8.86,33.99,17.7,4.8,98.6,8.29,1.3
8/26/2017,14:15,23.51,1953,-131.7,8.86,34.71,13.8,3.8,91.6,7.74,1.1
8/26/2017,14:30,23.4,1959,-130.6,8.84,37.69,9,2.5,93.1,7.88,0.9
8/26/2017,14:45,24.01,1957,-131.5,8.86,31.09,7.9,2.2,98.6,8.25,0.9
8/26/2017,15:00,23.47,1959,-131.7,8.86,31.17,6,1.7,96.7,8.17,0.9
8/26/2017,15:15,23.34,1962,-131.6,8.86,32.54,6.6,1.9,97.8,8.29,0.9
8/26/2017,15:30,23.03,1960,-130.5,8.84,32.15,5.6,1.6,92.4,7.88,0.7
8/26/2017,15:45,24.02,1966,-133.4,8.89,32.04,10.1,2.8,106.7,8.93,1.2
8/26/2017,16:00,23.96,1960,-133.6,8.89,32.4,11.7,3.2,104.1,8.72,1.2
8/26/2017,16:15,23.52,1967,-131.9,8.86,32.63,10.2,2.8,100.6,8.5,1.2
8/26/2017,16:30,23.85,1959,-133.9,8.9,32.02,7.3,2,104.7,8.79,1.2
8/26/2017,16:45,23.72,1959,-133.5,8.89,28.74,6.7,1.9,101.9,8.57,1.1
8/26/2017,17:00,24.11,1964,-135,8.91,32.24,10.1,2.8,109,9.11,1.3
8/26/2017,17:15,24.58,1962,-136.1,8.93,28.56,20.1,5.4,115.6,9.58,1.5
8/26/2017,17:30,24.84,1959,-138.5,8.97,28.92,20,5.4,119.2,9.83,1.5
8/26/2017,17:45,24.78,1959,-138,8.96,28.88,15.8,4.3,117.9,9.73,1.3
8/26/2017,18:00,24.92,1962,-137.1,8.94,27.34,15.1,4.1,115.1,9.47,1.2
8/26/2017,18:15,25.01,1966,-137.5,8.95,28.13,15.3,4.1,115.6,9.5,1.2
8/26/2017,18:30,24.74,1962,-136.4,8.93,25.82,11.6,3.2,112.5,9.29,1.1
8/26/2017,18:45,24.62,1962,-136,8.93,26.44,12.4,3.4,111,9.19,1
8/26/2017,19:00,24.39,1964,-135.1,8.91,27.9,14.2,3.9,108.9,9.05,1
8/26/2017,19:15,24.22,1956,-134.3,8.9,28.03,9.3,2.6,105.8,8.82,1
8/26/2017,19:30,24.15,1962,-134,8.9,29.04,9.2,2.5,104.8,8.75,1
8/26/2017,19:45,24.12,1961,-134,8.9,30.62,9.3,2.6,104.3,8.71,1
8/26/2017,20:00,24.09,1960,-133.5,8.89,29.75,6.8,1.9,102.7,8.59,0.9
8/26/2017,20:15,24.12,1960,-133.7,8.89,28.64,9.1,2.5,103.3,8.63,0.9
8/26/2017,20:30,24.1,1960,-133.6,8.89,30.64,7.4,2.1,102.8,8.59,0.9
8/26/2017,20:45,24.11,1962,-133.5,8.89,28,8.3,2.3,102.3,8.55,0.9
8/26/2017,21:00,24.1,1958,-133.6,8.89,33.67,8.1,2.3,102.3,8.55,1
8/26/2017,21:15,24.09,1960,-133.5,8.89,30.54,8.2,2.3,102.1,8.54,0.9
8/26/2017,21:30,24.07,1961,-133.4,8.89,29.59,8.1,2.3,101.4,8.47,0.9
8/26/2017,21:45,24.03,1964,-133.1,8.88,27.72,9.3,2.6,100.4,8.4,0.9
8/26/2017,22:00,24.01,1963,-133.1,8.88,30.12,8.1,2.2,99.8,8.36,1
8/26/2017,22:15,23.99,1961,-132.8,8.88,30.73,8.7,2.4,99.4,8.32,0.9
8/26/2017,22:30,23.95,1964,-132.7,8.88,28.11,8.2,2.3,98.6,8.26,0.9
8/26/2017,22:45,23.93,1962,-132.4,8.87,34.08,7.3,2,97.8,8.19,0.8
8/26/2017,23:00,23.89,1961,-132.2,8.87,27.36,8.6,2.4,97.1,8.14,0.9
8/26/2017,23:15,23.86,1961,-132,8.86,34.26,11.6,3.2,96.5,8.1,1
8/26/2017,23:30,23.84,1962,-131.9,8.86,28.71,10.1,2.8,96,8.06,0.8
8/26/2017,23:45,23.81,1960,-131.8,8.86,26.11,7.9,2.2,96,8.06,0.9
8/27/2017,0:00,23.81,1962,-131.8,8.86,28.96,5.9,1.7,95.8,8.05,0.9
8/27/2017,0:15,23.79,1964,-131.7,8.86,27.7,6.6,1.9,95.4,8.02,0.9
8/27/2017,0:30,23.78,1962,-131.6,8.86,27.81,6.7,1.9,95.1,8,0.8
8/27/2017,0:45,23.78,1964,-131.7,8.86,45.74,8,2.2,95.3,8.01,0.8
8/27/2017,1:00,23.75,1963,-131.6,8.86,27.18,7.2,2,95,7.99,0.9
8/27/2017,1:15,23.74,1963,-131.6,8.86,25.32,7.8,2.2,94.8,7.97,1
8/27/2017,1:30,23.73,1963,-131.4,8.85,27.75,8,2.2,94.4,7.94,0.9
8/27/2017,1:45,23.71,1962,-131.4,8.86,24.97,10.6,2.9,94.2,7.93,0.9
8/27/2017,2:00,23.68,1966,-131.4,8.85,23.95,7.4,2.1,94,7.92,0.9
8/27/2017,2:15,23.66,1962,-131.3,8.85,29.44,7.9,2.2,93.7,7.89,0.9
8/27/2017,2:30,23.65,1959,-131.1,8.85,27,5.8,1.7,93.3,7.86,0.8
8/27/2017,2:45,23.62,1961,-130.9,8.85,22.63,5.8,1.7,93.1,7.85,1
8/27/2017,3:00,23.6,1964,-130.8,8.85,44.39,7.7,2.1,92.7,7.82,0.9
8/27/2017,3:15,23.59,1963,-130.7,8.84,27.96,10.1,2.8,91.6,7.73,0.9
8/27/2017,3:30,23.55,1964,-130.4,8.84,27.46,7.6,2.1,90.8,7.67,0.9
8/27/2017,3:45,23.53,1966,-130.1,8.83,26.25,8.3,2.3,90.2,7.62,0.9
8/27/2017,4:00,23.48,1964,-130.3,8.84,26.47,5.4,1.5,90.5,7.65,1.2
8/27/2017,4:15,23.45,1965,-129.7,8.83,30.21,10.2,2.8,88.6,7.5,1
8/27/2017,4:30,23.43,1966,-129.6,8.83,36.27,9.1,2.5,88,7.45,1
8/27/2017,4:45,23.41,1964,-129.6,8.83,28.17,8.6,2.4,88,7.45,1
8/27/2017,5:00,23.39,1963,-129.4,8.82,28.64,8.9,2.5,87.6,7.41,0.9
8/27/2017,5:15,23.38,1963,-129.4,8.82,26.19,7.4,2.1,87.1,7.38,1
8/27/2017,5:30,23.36,1964,-129.5,8.82,28.36,10.1,2.8,87.4,7.4,1.1
8/27/2017,5:45,23.34,1964,-129.4,8.82,29.8,12.1,3.3,87.5,7.41,1.2
8/27/2017,6:00,23.3,1963,-129.3,8.82,27.56,10.4,2.9,87,7.38,1.1
8/27/2017,6:15,23.31,1960,-129,8.82,28.3,9.8,2.7,86.3,7.31,1
8/27/2017,6:30,23.28,1963,-128.7,8.81,30.13,6,1.7,85.2,7.23,0.9
8/27/2017,6:45,23.26,1962,-128.5,8.81,27.71,9.3,2.6,84.5,7.17,0.8
8/27/2017,7:00,23.24,1965,-128.5,8.81,30.64,9,2.5,84.5,7.17,0.8
8/27/2017,7:15,23.21,1964,-128.1,8.8,31.31,10.3,2.8,83.6,7.1,0.7
8/27/2017,7:30,23.18,1963,-128.2,8.8,32.57,10.9,3,83.6,7.1,0.9
8/27/2017,7:45,23.15,1963,-128.1,8.8,31.23,8.3,2.3,83.9,7.13,0.9
8/27/2017,8:00,23.12,1961,-128.3,8.81,31.75,11.2,3.1,84.2,7.17,0.9
8/27/2017,8:15,23.12,1964,-128.5,8.81,30.83,8.3,2.3,85,7.23,1
8/27/2017,8:30,23.13,1963,-128.4,8.81,31.61,9.7,2.7,84.7,7.21,1.1
8/27/2017,8:45,23.14,1963,-128.4,8.81,33.65,8.9,2.5,84.4,7.18,0.9
8/27/2017,9:00,23.16,1963,-128.7,8.81,30.25,8.2,2.3,85.4,7.26,0.9
8/27/2017,9:15,23.15,1963,-128.2,8.8,32.2,10.3,2.8,83.9,7.13,0.7
8/27/2017,9:30,23.15,1963,-128.9,8.82,31.07,11.4,3.1,86.2,7.33,1
8/27/2017,9:45,23.16,1966,-129.5,8.83,30.23,11.9,3.3,88.1,7.49,1.2
8/27/2017,10:00,23.19,1962,-130.2,8.84,30.6,17.8,4.8,90.9,7.73,1.4
8/27/2017,10:15,23.23,1963,-131.1,8.85,32.76,20.1,5.4,94.4,8.02,1.5
8/27/2017,10:30,23.27,1965,-132,8.87,29.7,24.3,6.5,97.3,8.26,1.7
8/27/2017,10:45,23.29,1964,-132.5,8.88,41.2,33.2,8.9,99.2,8.42,1.7
8/27/2017,11:00,23.3,1966,-132.3,8.87,33.11,33.1,8.8,98.7,8.37,1.7
8/27/2017,11:15,23.31,1965,-132.5,8.88,29.14,25.3,6.8,99.6,8.44,1.7
8/27/2017,11:30,23.41,1963,-133.5,8.89,30.68,28.8,7.7,103.5,8.76,2
8/27/2017,11:45,23.63,1965,-134.1,8.9,33.27,18.7,5.1,103.3,8.71,1.7
8/27/2017,12:00,23.59,1970,-133.5,8.89,25.86,18.1,4.9,102,8.61,1.3
8/27/2017,12:15,23.83,1967,-134.6,8.91,24.77,17.2,4.6,107.2,9,1.5
8/27/2017,12:30,23.92,1965,-136,8.93,28.93,17,4.6,110.3,9.25,1.8
8/27/2017,12:45,23.63,1972,-135,8.92,26.09,23.6,6.4,106.8,9,1.6
8/27/2017,13:00,23.74,1965,-136.9,8.95,26.89,30.1,8.1,115.9,9.75,2.1
8/27/2017,13:15,23.76,1966,-137,8.95,25.79,29.8,8,114.3,9.61,1.9
8/27/2017,13:30,23.72,1966,-136.8,8.95,26.73,18.5,5,115,9.67,1.7
8/27/2017,13:45,23.97,1967,-138.1,8.97,26.92,23.7,6.4,118.4,9.92,1.8
8/27/2017,14:00,23.99,1966,-139.2,8.99,24.39,36.3,9.7,123.4,10.33,1.9
8/27/2017,14:15,23.82,1971,-138.8,8.98,23.92,25.6,6.9,121.6,10.21,1.8
8/27/2017,14:30,23.95,1969,-140.2,9,27.17,33.4,8.9,125.8,10.54,2
8/27/2017,14:45,24.37,1974,-139.1,8.98,24.68,26.3,7,121.6,10.11,1.6
8/27/2017,15:00,24.22,1972,-140.6,9.01,21.54,32.6,8.7,127.1,10.6,1.6
8/27/2017,15:15,24.4,1968,-140.7,9.01,24.58,13.3,3.6,124.9,10.37,1.4
8/27/2017,15:30,24.96,1976,-141.2,9.01,21.2,22.1,5.9,128.5,10.57,1.4
8/27/2017,15:45,25.11,1971,-141.4,9.02,22.54,22.1,6,126,10.33,1.3
8/27/2017,16:00,24.55,1956,-139.6,8.99,29.49,15.9,4.3,116.1,9.62,1.3
8/27/2017,16:15,24.74,1969,-139.1,8.98,29.12,10.5,2.9,113.4,9.36,1.1
8/27/2017,16:30,25.54,1968,-139,8.97,24.05,13.7,3.7,112.9,9.19,0.8
8/27/2017,16:45,25.32,1968,-138,8.96,23.39,14,3.8,111.6,9.12,0.8
8/27/2017,17:00,25.17,1965,-137,8.94,25.01,9.7,2.7,108.8,8.92,0.8
