Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Trubidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
5/28/2017,17:15,19.52,1994,-107.5,8.52,26.79,4.4,1.2,93,8.48,0.2
5/28/2017,17:30,20.41,2010,-107.7,8.52,26.51,4.2,1.1,94.9,8.51,0.3
5/28/2017,17:45,18.06,1979,-106.8,8.51,27.37,4.9,1.3,88.8,8.35,0.3
5/28/2017,18:00,18.27,2000,-107.2,8.52,26.24,4.6,1.2,90.3,8.45,0.3
5/28/2017,18:15,19.27,2028,-107.7,8.52,26.25,4.5,1.2,93.1,8.54,0.3
5/28/2017,18:30,17.24,1977,-106.8,8.52,25.83,4.9,1.3,87.7,8.39,0.3
5/28/2017,18:45,17.77,1991,-107.2,8.52,25.33,4.7,1.2,89.4,8.46,0.3
5/28/2017,19:00,17.83,1988,-107.2,8.52,24.87,4.9,1.3,89.8,8.48,0.3
5/28/2017,19:15,17.71,1991,-107,8.52,24.59,4.9,1.3,88.7,8.4,0.3
5/28/2017,19:30,17.5,1980,-107,8.52,24.46,4.9,1.3,88.2,8.39,0.3
5/28/2017,19:45,17.31,1970,-106.8,8.52,23.79,5.4,1.5,87.6,8.36,0.3
5/28/2017,20:00,17.71,1994,-107.2,8.52,25.1,4.8,1.3,90.6,8.57,0.3
5/28/2017,20:15,18.32,2014,-107.8,8.53,24.38,4.7,1.2,91.8,8.59,0.3
5/28/2017,20:30,18.45,2026,-107.7,8.53,22.46,4.5,1.2,92.2,8.6,0.3
5/28/2017,20:45,17.94,2023,-106.9,8.51,24.39,4.7,1.3,89.5,8.43,0.3
5/28/2017,21:00,17.63,2032,-106.2,8.51,25.11,5,1.3,87.3,8.28,0.3
5/28/2017,21:15,17.52,2041,-106,8.5,25.67,5.2,1.4,86.5,8.22,0.3
5/28/2017,21:30,17.36,2042,-105.7,8.5,24.89,5.3,1.4,85.5,8.15,0.3
5/28/2017,21:45,17.25,2046,-105.5,8.49,27.54,5.1,1.4,84.8,8.1,0.3
5/28/2017,22:00,17.16,2047,-105.3,8.49,27.83,5.4,1.5,84.1,8.05,0.3
5/28/2017,22:15,17.14,2047,-105.2,8.49,28.64,5.5,1.5,83.8,8.03,0.3
5/28/2017,22:30,17.09,2047,-105.1,8.49,28.87,5.3,1.4,83.5,8,0.4
5/28/2017,22:45,17.05,2049,-105,8.49,29.75,5.3,1.4,83.2,7.99,0.4
5/28/2017,23:00,17.01,2051,-105,8.49,30.3,5.6,1.5,83,7.97,0.4
5/28/2017,23:15,16.98,2050,-105,8.49,30.06,5.3,1.4,82.9,7.97,0.3
5/28/2017,23:30,16.97,2049,-105,8.49,29.63,5.2,1.4,82.9,7.97,0.3
5/28/2017,23:45,16.93,2053,-105.1,8.49,29.73,5.3,1.4,82.9,7.98,0.3
5/29/2017,0:00,16.95,2053,-105.1,8.49,28.83,5.1,1.4,82.9,7.97,0.3
5/29/2017,0:15,16.91,2053,-105.1,8.49,29.31,5.2,1.4,82.9,7.97,0.3
5/29/2017,0:30,16.86,2052,-105.2,8.49,28.35,5,1.3,82.9,7.98,0.3
5/29/2017,0:45,16.82,2055,-105.2,8.49,28.02,5.1,1.4,82.9,8,0.3
5/29/2017,1:00,16.85,2051,-105.2,8.49,29.56,5,1.3,82.9,7.98,0.3
5/29/2017,1:15,16.81,2052,-105.2,8.49,28.46,5,1.3,82.8,7.98,0.3
5/29/2017,1:30,16.79,2049,-105.3,8.49,27.88,5,1.3,82.7,7.98,0.3
5/29/2017,1:45,16.77,2045,-105.4,8.49,27.14,5.1,1.4,82.7,7.98,0.3
5/29/2017,2:00,16.79,2043,-105.4,8.49,26.6,5,1.3,82.7,7.97,0.3
5/29/2017,2:15,16.82,2040,-105.4,8.49,26.45,5,1.3,82.5,7.96,0.3
5/29/2017,2:30,16.82,2039,-105.3,8.49,27.7,4.8,1.3,82.4,7.95,0.3
5/29/2017,2:45,16.81,2035,-105.4,8.49,24.89,5,1.3,82.5,7.96,0.3
5/29/2017,3:00,16.79,2034,-105.4,8.49,25.42,4.9,1.3,82.4,7.95,0.3
5/29/2017,3:15,16.8,2033,-105.3,8.49,27.78,4.7,1.2,82.2,7.93,0.3
5/29/2017,3:30,16.78,2032,-105.3,8.49,24.67,4.6,1.2,82.1,7.92,0.3
5/29/2017,3:45,16.75,2037,-105.4,8.49,24.86,4.6,1.2,82.3,7.94,0.3
5/29/2017,4:00,16.73,2040,-105.4,8.49,24.05,5,1.3,82.2,7.94,0.3
5/29/2017,4:15,16.7,2040,-105.3,8.49,24.24,4.5,1.2,81.9,7.92,0.3
5/29/2017,4:30,16.68,2037,-105.3,8.49,23.45,4.9,1.3,82,7.92,0.3
5/29/2017,4:45,16.71,2038,-105.2,8.49,24.29,10.1,2.7,81.5,7.88,0.3
5/29/2017,5:00,16.7,2034,-105.3,8.49,23.62,4.8,1.3,81.7,7.9,0.3
5/29/2017,5:15,16.66,2030,-105.3,8.49,23.3,4.7,1.2,81.7,7.91,0.3
5/29/2017,5:30,16.68,2030,-105.1,8.49,22.7,4.5,1.2,81.3,7.86,0.3
5/29/2017,5:45,16.66,2027,-105.1,8.49,22.66,4.4,1.2,81.2,7.85,0.3
5/29/2017,6:00,16.66,2027,-105,8.49,22.04,4.3,1.2,81,7.84,0.3
5/29/2017,6:15,16.66,2025,-105,8.49,22.37,4.3,1.1,80.9,7.83,0.2
5/29/2017,6:30,16.6,2021,-105,8.49,21.34,4.2,1.1,80.8,7.83,0.3
5/29/2017,6:45,16.6,2021,-105,8.49,21.45,3.8,1,80.8,7.83,0.3
5/29/2017,7:00,16.58,2021,-105,8.49,21,3.9,1,80.8,7.83,0.2
5/29/2017,7:15,16.58,2019,-105,8.49,21.1,3.6,1,80.8,7.83,0.2
5/29/2017,7:30,16.55,2018,-105,8.49,21.24,3.8,1,80.8,7.83,0.3
5/29/2017,7:45,16.55,2018,-105,8.49,21.08,3.8,1,80.9,7.84,0.2
5/29/2017,8:00,16.56,2016,-105.1,8.49,20.56,3.9,1,81.1,7.86,0.3
5/29/2017,8:15,16.57,2013,-105.2,8.49,20.37,4,1.1,81.2,7.87,0.3
5/29/2017,8:30,16.59,2010,-105.2,8.49,19.96,3.9,1,81.2,7.87,0.2
5/29/2017,8:45,16.59,2009,-105.3,8.49,19.53,4,1.1,81.3,7.88,0.2
5/29/2017,9:00,16.59,2009,-105.2,8.49,19.59,4,1,81.1,7.86,0.3
5/29/2017,9:15,16.69,2007,-105.4,8.5,18.99,3.6,0.9,81.6,7.89,0.2
5/29/2017,9:30,16.87,2014,-105.8,8.5,18.39,3.7,1,82.6,7.96,0.2
5/29/2017,9:45,16.96,2029,-106.6,8.52,17.98,3.7,1,83.6,8.03,0.2
5/29/2017,10:00,17.01,2033,-106.7,8.52,17.81,3.6,0.9,83.8,8.05,0.2
5/29/2017,10:15,17.04,2034,-106.6,8.52,17.55,3.5,0.9,83.5,8.02,0.2
5/29/2017,10:30,17.01,2033,-106.5,8.51,17.05,3.6,0.9,83.2,7.99,0.2
5/29/2017,10:45,17.03,2032,-106.3,8.51,16.82,3.5,0.9,82.9,7.96,0.3
5/29/2017,11:00,17.06,2031,-106.4,8.51,16.97,3.3,0.9,83,7.96,0.2
5/29/2017,11:15,17.1,2029,-106.4,8.51,16.88,3.5,0.9,82.9,7.95,0.2
5/29/2017,11:30,17.06,2028,-106.3,8.51,17.45,3.4,0.9,82.8,7.95,0.2
5/29/2017,11:45,17.14,2021,-106.4,8.51,16.79,3.1,0.8,83.4,7.99,0.2
5/29/2017,12:00,17.12,2020,-106.5,8.51,16.93,3.2,0.9,83.4,7.99,0.2
5/29/2017,12:15,17.31,2017,-106.6,8.51,17.21,3.2,0.9,84,8.01,0.2
5/29/2017,12:30,17.07,2018,-106.5,8.51,17.86,3.5,0.9,83.6,8.02,0.2
5/29/2017,12:45,17.05,2019,-106.5,8.51,17.39,3.4,0.9,83.5,8.02,0.2
5/29/2017,13:00,17.1,2017,-106.6,8.51,17.26,3.5,0.9,83.8,8.03,0.2
5/29/2017,13:15,17.06,2017,-106.5,8.51,17.11,3.5,0.9,83.7,8.03,0.2
5/29/2017,13:30,17.08,2017,-106.6,8.51,17.11,3.5,0.9,83.9,8.04,0.2
5/29/2017,13:45,17.14,2018,-106.6,8.51,16.85,3.4,0.9,84.1,8.06,0.2
5/29/2017,14:00,17.5,2020,-106.3,8.51,17.66,3.5,0.9,83.8,7.96,0.2
5/29/2017,14:15,17.61,2023,-106.5,8.51,17.42,3.4,0.9,84,7.96,0.2
5/29/2017,14:30,17.28,2024,-106,8.5,18.51,3.6,1,82.6,7.89,0.2
5/29/2017,14:45,18.28,2033,-106.8,8.51,16.35,3.1,0.8,85.4,7.99,0.2
5/29/2017,15:00,18.64,2031,-106.8,8.51,16.16,3,0.8,86.1,7.99,0.1
5/29/2017,15:15,18.13,2022,-106.9,8.51,16.03,3.2,0.9,85.7,8.04,0.2
5/29/2017,15:30,19.29,2080,-106.6,8.5,16.12,3,0.8,87.2,8,0.2
5/29/2017,15:45,18.84,2039,-106.9,8.51,16.05,3.1,0.8,86.5,8,0.2
5/29/2017,16:00,19.08,2057,-106.8,8.51,16.18,3.1,0.8,86.8,7.98,0.2
5/29/2017,16:15,20.37,2109,-106.6,8.5,15.91,2.9,0.8,88.5,7.94,0.2
5/29/2017,16:30,19.46,2089,-106.6,8.5,16.08,3.2,0.8,87.2,7.97,0.1
5/29/2017,16:45,19.17,2060,-107,8.51,15.9,3,0.8,87,8,0.1
5/29/2017,17:00,19.64,2076,-107,8.51,15.65,3.1,0.8,87.7,7.98,0.1
5/29/2017,17:15,18.78,2085,-106.9,8.51,16.1,3.4,0.9,86,7.97,0.1
5/29/2017,17:30,19.06,2077,-107,8.51,15.63,3.2,0.8,87.1,8.02,0.2
5/29/2017,17:45,20.15,2039,-107.3,8.51,14.44,2.9,0.8,89.6,8.07,0.1
5/29/2017,18:00,19,2059,-107.1,8.51,14.92,3.2,0.8,87.5,8.07,0.1
5/29/2017,18:15,19.64,2033,-107.4,8.51,14.48,3.1,0.8,88.9,8.1,0.1
5/29/2017,18:30,20.01,2022,-107.5,8.52,14.49,2.9,0.8,90.1,8.14,0.1
5/29/2017,18:45,20.65,2015,-107.5,8.51,14.02,3,0.8,91.1,8.13,0.1
5/29/2017,19:00,19.58,2047,-107.3,8.51,14.57,3,0.8,89,8.11,0.1
5/29/2017,19:15,19.79,2030,-107.5,8.52,14.56,3,0.8,90.1,8.18,0.1
5/29/2017,19:30,18.45,2111,-106.9,8.51,15.15,2.8,0.7,86.3,8.05,0.1
5/29/2017,19:45,19.32,2082,-107.2,8.51,14.6,2.9,0.8,88.1,8.07,0.1
5/29/2017,20:00,19.53,2052,-107.4,8.52,14.09,3.1,0.8,89.3,8.14,0.2
5/29/2017,20:15,19.07,2092,-107.2,8.51,14.48,3.1,0.8,88,8.1,0.1
5/29/2017,20:30,19.54,2066,-107.2,8.51,13.84,3.2,0.8,89,8.11,0.1
5/29/2017,20:45,19.18,2120,-106.6,8.5,14.61,3.4,0.9,88.2,8.11,0.1
5/29/2017,21:00,19.78,2047,-107.5,8.52,13.87,3.4,0.9,91.2,8.28,0.2
5/29/2017,21:15,18.88,2198,-106.1,8.5,15.41,3.2,0.8,87.8,8.11,0.1
5/29/2017,21:30,20.03,2046,-107.7,8.52,13.4,3.4,0.9,91.2,8.24,0.1
5/29/2017,21:45,19.63,2074,-107.2,8.51,13.58,3.2,0.9,90,8.19,0.1
5/29/2017,22:00,19.59,2069,-107.2,8.51,13.28,3.2,0.8,89.8,8.18,0.1
5/29/2017,22:15,19.3,2085,-107.1,8.51,13.28,3.1,0.8,88.9,8.15,0.1
5/29/2017,22:30,19.23,2088,-107,8.51,13.07,3,0.8,88.7,8.14,0.1
5/29/2017,22:45,19.14,2090,-107,8.51,12.88,3,0.8,88.4,8.13,0.1
5/29/2017,23:00,19.02,2098,-106.8,8.51,12.96,2.9,0.8,88,8.11,0.1
5/29/2017,23:15,18.98,2099,-106.9,8.51,12.87,2.9,0.8,87.8,8.1,0.1
5/29/2017,23:30,18.93,2100,-106.8,8.51,12.65,2.8,0.7,87.6,8.08,0.1
5/29/2017,23:45,18.9,2104,-106.7,8.51,13.29,2.9,0.8,87.3,8.07,0.1
5/30/2017,0:00,18.85,2105,-106.7,8.51,12.55,2.8,0.7,87.2,8.06,0.1
5/30/2017,0:15,18.82,2105,-106.8,8.51,12.59,2.8,0.7,87.1,8.06,0.1
5/30/2017,0:30,18.8,2105,-106.8,8.51,12.39,3,0.8,87,8.06,0.1
5/30/2017,0:45,18.76,2109,-106.8,8.51,12.59,3,0.8,86.9,8.05,0.2
5/30/2017,1:00,18.72,2109,-106.8,8.51,12.61,2.9,0.8,86.7,8.04,0.1
5/30/2017,1:15,18.68,2110,-106.8,8.51,12.33,2.8,0.7,86.6,8.03,0.1
5/30/2017,1:30,18.66,2109,-106.8,8.51,12.3,2.8,0.7,86.5,8.03,0.1
5/30/2017,1:45,18.65,2110,-106.8,8.51,12.07,3,0.8,86.4,8.02,0.1
5/30/2017,2:00,18.63,2109,-106.8,8.51,12.13,2.9,0.8,86.3,8.01,0.1
5/30/2017,2:15,18.58,2109,-106.8,8.51,11.9,2.9,0.8,86.1,8,0.1
5/30/2017,2:30,18.58,2110,-106.8,8.51,11.69,3,0.8,86,8,0.1
5/30/2017,2:45,18.52,2111,-106.8,8.51,11.7,3,0.8,85.9,7.99,0.1
5/30/2017,3:00,18.5,2113,-106.7,8.51,11.76,2.9,0.8,85.7,7.98,0.1
5/30/2017,3:15,18.48,2114,-106.7,8.51,11.68,3,0.8,85.5,7.97,0.1
5/30/2017,3:30,18.47,2115,-106.7,8.51,11.74,2.8,0.7,85.4,7.96,0.1
5/30/2017,3:45,18.46,2113,-106.8,8.51,11.15,2.8,0.7,85.5,7.96,0.1
5/30/2017,4:00,18.47,2120,-106.6,8.51,11.76,2.8,0.7,85.1,7.93,0.1
5/30/2017,4:15,18.5,2118,-106.7,8.51,11.57,2.7,0.7,85.2,7.93,0.1
5/30/2017,4:30,18.5,2122,-106.6,8.51,11.48,3,0.8,85,7.91,0.1
5/30/2017,4:45,18.5,2126,-106.6,8.51,11.83,2.9,0.8,84.9,7.9,0.1
5/30/2017,5:00,18.46,2126,-106.6,8.51,11.61,3.1,0.8,84.8,7.9,0.1
5/30/2017,5:15,18.41,2124,-106.6,8.51,11.28,2.6,0.7,84.7,7.9,0.2
5/30/2017,5:30,18.36,2128,-106.6,8.51,11.43,2.6,0.7,84.6,7.9,0.1
5/30/2017,5:45,18.32,2130,-106.6,8.51,11.33,2.9,0.8,84.5,7.89,0.1
5/30/2017,6:00,18.28,2136,-106.6,8.51,11.4,2.6,0.7,84.4,7.89,0.2
5/30/2017,6:15,18.27,2139,-106.5,8.51,11.14,2.3,0.6,84.2,7.88,0.1
5/30/2017,6:30,18.24,2142,-106.5,8.51,11.16,2.4,0.6,84.2,7.88,0.2
5/30/2017,6:45,18.23,2141,-106.4,8.51,11.4,2.3,0.6,84.1,7.88,0.1
5/30/2017,7:00,18.22,2145,-106.4,8.51,11.31,2.3,0.6,84.1,7.88,0.1
5/30/2017,7:15,18.23,2147,-106.5,8.51,11.12,2.5,0.6,84.2,7.88,0.1
5/30/2017,7:30,18.25,2150,-106.5,8.51,11.43,2.5,0.7,84.1,7.87,0.1
5/30/2017,7:45,18.25,2151,-106.5,8.51,11.23,2.4,0.6,84.1,7.87,0.1
5/30/2017,8:00,18.27,2153,-106.5,8.51,11.28,2.5,0.7,84.3,7.88,0.1
5/30/2017,8:15,18.3,2155,-106.5,8.51,11.5,2.6,0.7,84.4,7.89,0.1
5/30/2017,8:30,18.32,2157,-106.5,8.51,11.52,2.7,0.7,84.4,7.89,0.1
5/30/2017,8:45,18.38,2159,-106.6,8.51,11.51,2.6,0.7,84.7,7.9,0.1
5/30/2017,9:00,18.37,2158,-106.6,8.51,11.52,2.5,0.7,84.7,7.91,0.1
5/30/2017,9:15,18.46,2160,-106.6,8.51,11.45,2.5,0.7,84.8,7.9,0.1
5/30/2017,9:30,18.51,2163,-106.7,8.51,11.61,2.5,0.6,84.9,7.9,0.1
5/30/2017,9:45,18.57,2164,-106.8,8.51,11.58,2.5,0.6,85.1,7.91,0.1
5/30/2017,10:00,18.59,2164,-106.8,8.51,11.41,2.4,0.6,85.2,7.92,0.1
5/30/2017,10:15,18.62,2166,-106.8,8.51,11.45,2.4,0.6,85.4,7.93,0.1
5/30/2017,10:30,18.59,2166,-106.9,8.51,11.3,2.4,0.6,85.4,7.94,0.1
5/30/2017,10:45,18.55,2165,-106.9,8.51,10.75,2.4,0.6,85.4,7.94,0.1
5/30/2017,11:00,18.57,2166,-106.9,8.51,10.85,2.3,0.6,85.5,7.95,0.1
5/30/2017,11:15,18.47,2163,-106.8,8.51,10.62,2.4,0.6,85.4,7.95,0.1
5/30/2017,11:30,18.5,2163,-106.9,8.51,10.35,2.4,0.6,85.4,7.95,0.1
5/30/2017,11:45,18.53,2164,-107,8.51,10.58,2.3,0.6,85.6,7.96,0.1
5/30/2017,12:00,18.57,2163,-107,8.51,10.49,2.3,0.6,85.9,7.99,0.1
5/30/2017,12:15,18.66,2168,-107.1,8.52,11.14,2.3,0.6,86.4,8.02,0.1
5/30/2017,12:30,18.64,2172,-107.1,8.52,11.25,2.4,0.6,86.4,8.02,0.1
5/30/2017,12:45,18.62,2172,-107.1,8.52,10.91,2.4,0.6,86.2,8.01,0.1
5/30/2017,13:00,18.69,2181,-107.2,8.52,11.49,2.3,0.6,86.5,8.02,0.1
5/30/2017,13:15,18.93,2246,-107.2,8.52,11.03,2.1,0.5,87,8.03,0.1
5/30/2017,13:30,18.83,2243,-107.3,8.52,11.01,2.3,0.6,86.9,8.03,0.1
5/30/2017,13:45,18.87,2261,-107.4,8.52,10.97,2.2,0.6,87.2,8.06,0.1
5/30/2017,14:00,18.86,2259,-107.4,8.52,11.18,2.1,0.5,87.2,8.06,0.1
5/30/2017,14:15,19.01,2280,-107.5,8.52,10.97,2.1,0.5,87.8,8.08,0.1
5/30/2017,14:30,19.1,2294,-107.5,8.52,10.87,2.2,0.6,88.2,8.11,0.1
5/30/2017,14:45,19.15,2300,-107.5,8.52,10.85,2.1,0.5,88.5,8.13,0.1
5/30/2017,15:00,19.22,2293,-107.6,8.52,10.79,2,0.5,88.8,8.14,0.1
5/30/2017,15:15,19.25,2289,-107.6,8.52,10.43,2,0.5,88.9,8.15,0.1
5/30/2017,15:30,19.55,2306,-107.7,8.52,10.93,2.1,0.5,89.1,8.11,0.1
5/30/2017,15:45,19.66,2307,-107.6,8.52,11.38,2,0.5,89,8.09,0.1
5/30/2017,16:00,19.5,2281,-107.5,8.52,11.05,2.2,0.6,89.3,8.14,0.1
5/30/2017,16:15,21.07,2303,-107.5,8.51,11.54,2.4,0.6,90.6,8.01,0.1
5/30/2017,16:30,19.91,2293,-107.3,8.51,11.37,2.5,0.6,89.1,8.06,0.1
5/30/2017,16:45,19.81,2304,-107,8.51,11.37,2.4,0.6,88.9,8.06,0.1
5/30/2017,17:00,19.52,2307,-106.7,8.5,11.82,2.7,0.7,87.5,7.98,0.1
5/30/2017,17:15,19.52,2309,-106.7,8.5,11.78,2.6,0.7,87.8,8.01,0.1
5/30/2017,17:30,19.58,2309,-106.9,8.51,11.8,2.7,0.7,87.8,8,0.1
5/30/2017,17:45,19.6,2311,-106.9,8.51,11.67,2.6,0.7,88.1,8.02,0.1
5/30/2017,18:00,19.64,2310,-107,8.51,11.58,2.8,0.7,88.3,8.03,0.1
5/30/2017,18:15,19.62,2309,-107,8.51,11.58,2.7,0.7,88.2,8.03,0.1
5/30/2017,18:30,19.6,2310,-107,8.51,11.69,2.8,0.7,88.2,8.03,0.1
5/30/2017,18:45,19.61,2309,-107.1,8.51,11.57,2.7,0.7,88.3,8.04,0.1
5/30/2017,19:00,19.75,2310,-107.2,8.51,11.12,2.7,0.7,88.7,8.05,0.1
5/30/2017,19:15,19.76,2306,-107.2,8.51,10.99,2.6,0.7,88.7,8.04,0.1
5/30/2017,19:30,19.81,2313,-107.2,8.51,11.22,2.5,0.6,88.9,8.05,0.1
5/30/2017,19:45,19.9,2316,-107.3,8.51,11.13,2.6,0.7,88.9,8.04,0.1
5/30/2017,20:00,20.02,2317,-107.3,8.51,10.95,2.5,0.7,88.8,8.01,0.1
5/30/2017,20:15,20.03,2318,-107.4,8.51,10.59,2.6,0.7,88.8,8.01,0.1
5/30/2017,20:30,20.01,2318,-107.4,8.51,10.66,2.5,0.7,88.8,8.02,0.1
5/30/2017,20:45,19.94,2319,-107.4,8.51,10.43,2.8,0.7,88.6,8.01,0.1
5/30/2017,21:00,19.95,2317,-107.4,8.51,10.43,2.9,0.7,88.6,8,0.1
5/30/2017,21:15,19.96,2317,-107.4,8.51,10.26,2.9,0.8,88.5,8,0.1
5/30/2017,21:30,19.92,2317,-107.3,8.51,9.91,2.8,0.7,88.2,7.97,0.1
5/30/2017,21:45,19.88,2314,-107.3,8.51,10.05,2.7,0.7,88.1,7.97,0.1
5/30/2017,22:00,19.82,2309,-107.2,8.51,9.95,2.6,0.7,87.8,7.95,0.1
5/30/2017,22:15,19.8,2304,-107.2,8.51,9.62,2.7,0.7,87.6,7.94,0.1
5/30/2017,22:30,19.74,2299,-107.1,8.51,9.39,2.6,0.7,87.3,7.93,0.1
5/30/2017,22:45,19.69,2298,-107,8.51,9.63,2.4,0.6,87.1,7.91,0.1
5/30/2017,23:00,19.64,2292,-106.9,8.51,9.42,2.4,0.6,86.8,7.89,0.1
5/30/2017,23:15,19.61,2288,-106.8,8.51,9.56,2.5,0.7,86.5,7.88,0.1
5/30/2017,23:30,19.59,2287,-106.8,8.51,9.36,2.7,0.7,86.3,7.86,0.1
5/30/2017,23:45,19.56,2287,-106.8,8.51,9.36,2.6,0.7,86.2,7.85,0.1
5/31/2017,0:00,19.52,2288,-106.7,8.5,9.28,2.4,0.6,86,7.84,0.1
5/31/2017,0:15,19.51,2287,-106.6,8.5,9.36,2.5,0.7,85.9,7.83,0.1
5/31/2017,0:30,19.48,2287,-106.6,8.5,9.74,2.5,0.7,85.7,7.82,0.1
5/31/2017,0:45,19.44,2287,-106.5,8.5,9.51,2.4,0.6,85.4,7.8,0.1
5/31/2017,1:00,19.42,2287,-106.5,8.5,9.45,2.6,0.7,85.4,7.8,0.1
5/31/2017,1:15,19.35,2283,-106.6,8.5,9.26,2.4,0.6,85.2,7.8,0.1
5/31/2017,1:30,19.34,2282,-106.5,8.5,9.62,2.5,0.6,85,7.78,0.1
5/31/2017,1:45,19.32,2280,-106.5,8.5,9.05,2.5,0.6,84.9,7.77,0.1
5/31/2017,2:00,19.29,2279,-106.5,8.5,9.27,2.6,0.7,84.7,7.76,0.1
5/31/2017,2:15,19.27,2281,-106.4,8.5,9.43,3.8,1,84.6,7.76,0.2
5/31/2017,2:30,19.21,2282,-106.4,8.5,9.81,2.4,0.6,84.5,7.75,0.1
5/31/2017,2:45,19.17,2287,-106.2,8.5,10.17,2.4,0.6,84.2,7.73,0.1
5/31/2017,3:00,19.15,2289,-106.1,8.5,10.61,2.5,0.6,84,7.72,0.1
5/31/2017,3:15,19.11,2290,-106,8.49,10.91,2.5,0.6,83.8,7.7,0.1
5/31/2017,3:30,19.07,2292,-106,8.49,10.78,2.4,0.6,83.7,7.7,0.1
5/31/2017,3:45,19.04,2292,-106,8.49,10.58,2.5,0.6,83.6,7.7,0.1
5/31/2017,4:00,19.01,2298,-106,8.49,10.92,2.4,0.6,83.6,7.7,0.1
5/31/2017,4:15,18.93,2304,-105.9,8.49,11.1,2.5,0.7,83.3,7.69,0.1
5/31/2017,4:30,18.86,2312,-105.7,8.49,11.52,2.6,0.7,83.2,7.68,0.1
5/31/2017,4:45,18.79,2315,-105.6,8.49,12.6,2.8,0.7,82.9,7.67,0.1
5/31/2017,5:00,18.78,2316,-105.6,8.49,12.38,2.8,0.7,82.9,7.67,0.1
5/31/2017,5:15,18.77,2319,-105.6,8.49,12.44,2.5,0.6,82.9,7.68,0.1
5/31/2017,5:30,18.76,2321,-105.6,8.49,12.54,2.4,0.6,82.7,7.66,0.1
5/31/2017,5:45,18.73,2320,-105.5,8.49,12.32,2.3,0.6,82.6,7.65,0.1
5/31/2017,6:00,18.68,2319,-105.4,8.49,13.09,2.3,0.6,82.4,7.64,0.1
5/31/2017,6:15,18.63,2321,-105.4,8.49,13.13,2.2,0.6,82.2,7.63,0.1
5/31/2017,6:30,18.62,2323,-105.3,8.49,13.07,2.2,0.6,82.2,7.63,0.1
5/31/2017,6:45,18.63,2322,-105.3,8.48,12.92,2.1,0.5,82.1,7.62,0.1
5/31/2017,7:00,18.62,2318,-105.3,8.48,12.88,2.2,0.6,81.9,7.6,0.1
5/31/2017,7:15,18.63,2319,-105.3,8.48,12.95,2.2,0.6,82,7.61,0.1
5/31/2017,7:30,18.65,2323,-105.4,8.49,12.71,2.2,0.6,82.1,7.62,0.1
5/31/2017,7:45,18.7,2328,-105.4,8.49,12.52,2.1,0.6,82.4,7.63,0.1
5/31/2017,8:00,18.73,2329,-105.4,8.48,12.17,2.1,0.5,82.6,7.65,0.1
5/31/2017,8:15,18.78,2330,-105.4,8.48,12,2,0.5,82.7,7.66,0.1
5/31/2017,8:30,18.79,2325,-105.6,8.49,11.4,2.1,0.5,82.7,7.65,0.1
5/31/2017,8:45,18.82,2321,-105.6,8.49,11.36,2,0.5,82.7,7.65,0.1
5/31/2017,9:00,18.84,2320,-105.6,8.49,11.27,2,0.5,82.8,7.65,0.1
5/31/2017,9:15,18.86,2312,-105.7,8.49,10.78,1.8,0.5,82.9,7.65,0.1
5/31/2017,9:30,18.95,2308,-105.8,8.49,9.61,1.7,0.4,83.2,7.67,0.1
5/31/2017,9:45,19.04,2308,-105.9,8.49,9.81,1.6,0.4,83.4,7.67,0.1
5/31/2017,10:00,19.15,2310,-105.9,8.49,9.22,1.6,0.4,83.6,7.68,0.1
5/31/2017,10:15,19.14,2311,-105.9,8.49,9.22,1.6,0.4,83.4,7.66,0.1
5/31/2017,10:30,19.1,2311,-105.8,8.49,9.05,1.6,0.4,83.4,7.67,0.1
5/31/2017,10:45,19.18,2312,-105.8,8.49,8.88,1.6,0.4,83.3,7.64,0
5/31/2017,11:00,19.25,2301,-106.1,8.49,8.34,1.6,0.4,84,7.7,0.1
5/31/2017,11:15,19.35,2287,-106.3,8.5,8.62,1.5,0.4,84.7,7.75,0.1
5/31/2017,11:30,19.41,2272,-106.5,8.5,8.37,1.6,0.4,85.3,7.79,0.1
5/31/2017,11:45,19.47,2296,-106,8.49,10.08,1.7,0.4,84.6,7.72,0.1
5/31/2017,12:00,19.8,2278,-106.6,8.5,10.79,1.9,0.5,86.2,7.82,0.1
5/31/2017,12:15,20.24,2272,-106.7,8.5,10.46,1.8,0.5,86.8,7.8,0
5/31/2017,12:30,20.09,2267,-106.7,8.5,10.15,1.9,0.5,86.4,7.79,0.1
5/31/2017,12:45,20.04,2269,-106.7,8.5,9.99,1.7,0.4,86.6,7.82,0
5/31/2017,13:00,20.22,2263,-106.7,8.5,9.9,1.9,0.5,86.9,7.81,0
5/31/2017,13:15,20.17,2260,-106.7,8.5,9.86,1.9,0.5,87.1,7.84,0
5/31/2017,13:30,20.27,2253,-106.8,8.5,9.88,1.9,0.5,87.1,7.83,0.1
5/31/2017,13:45,20.3,2251,-106.8,8.5,9.32,1.7,0.4,87.4,7.85,0.1
5/31/2017,14:00,20.69,2256,-106.7,8.5,9.84,1.9,0.5,87.9,7.83,0
5/31/2017,14:15,20.43,2259,-106.5,8.5,9.74,1.9,0.5,87.5,7.84,0.1
