Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Trubidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
5/7/2017,21:15,16.59,2220,-99.1,8.39,61.89,6.9,1.9,84.5,8.18,0.5
5/7/2017,21:30,16.6,2221,-99.3,8.39,66.85,7.2,1.9,84.5,8.18,0.4
5/7/2017,21:45,16.57,2221,-99.4,8.39,62.88,7.3,2,84.4,8.17,0.5
5/7/2017,22:00,16.56,2221,-99.4,8.39,65.29,7.3,2,84.3,8.17,0.5
5/7/2017,22:15,16.55,2221,-99.5,8.39,70.4,7.1,1.9,84.2,8.16,0.5
5/7/2017,22:30,16.52,2221,-99.6,8.4,74.65,7.3,2,84.1,8.15,0.5
5/7/2017,22:45,16.52,2221,-99.6,8.4,78.21,7.4,2,84,8.15,0.5
5/7/2017,23:00,16.5,2221,-99.5,8.39,77.32,7.3,2,83.9,8.14,0.5
5/7/2017,23:15,16.49,2221,-99.4,8.39,76.37,7.2,1.9,83.7,8.12,0.5
5/7/2017,23:30,16.47,2222,-99.4,8.39,69.73,6.8,1.8,83.6,8.12,0.5
5/7/2017,23:45,16.46,2222,-99.4,8.39,64.34,7,1.9,83.6,8.12,0.5
5/8/2017,0:00,16.46,2222,-99.1,8.39,63.93,6.9,1.9,83.5,8.11,0.5
5/8/2017,0:15,16.45,2222,-99.2,8.39,61.73,6.8,1.8,83.4,8.1,0.4
5/8/2017,0:30,16.43,2222,-99.5,8.39,57.32,6.7,1.8,83.3,8.1,0.5
5/8/2017,0:45,16.45,2222,-99.3,8.39,57.03,6.8,1.8,83.2,8.08,0.5
5/8/2017,1:00,16.44,2223,-99.3,8.39,53.96,6.5,1.8,83.2,8.08,0.4
5/8/2017,1:15,16.42,2223,-99.2,8.39,54.85,6.5,1.7,83,8.07,0.4
5/8/2017,1:30,16.38,2223,-99.2,8.39,51.7,6.3,1.7,82.8,8.05,0.4
5/8/2017,1:45,16.33,2222,-99,8.39,50.12,6.3,1.7,82.6,8.04,0.4
5/8/2017,2:00,16.32,2222,-98.8,8.38,50.28,6.2,1.7,82.3,8.01,0.4
5/8/2017,2:15,16.29,2222,-98.8,8.38,49.5,6.1,1.6,82.1,8,0.4
5/8/2017,2:30,16.25,2222,-98.6,8.38,46.94,5.9,1.6,81.9,7.99,0.4
5/8/2017,2:45,16.25,2222,-98.6,8.38,47.14,5.7,1.5,81.8,7.98,0.3
5/8/2017,3:00,16.23,2223,-98.6,8.38,44.92,5.6,1.5,81.8,7.98,0.4
5/8/2017,3:15,16.23,2223,-98.7,8.38,46.15,5.6,1.5,81.6,7.96,0.4
5/8/2017,3:30,16.23,2223,-98.6,8.38,43.08,5.5,1.5,81.6,7.96,0.3
5/8/2017,3:45,16.2,2223,-98.6,8.38,41.02,5.5,1.5,81.5,7.96,0.3
5/8/2017,4:00,16.23,2224,-98.4,8.38,41.75,5.4,1.4,81.5,7.95,0.3
5/8/2017,4:15,16.2,2224,-98.4,8.38,40.12,5.4,1.4,81.5,7.95,0.3
5/8/2017,4:30,16.2,2224,-98.2,8.37,40.4,5.5,1.5,81.4,7.95,0.3
5/8/2017,4:45,16.17,2224,-98.3,8.38,39.25,5.5,1.5,81.3,7.94,0.3
5/8/2017,5:00,16.17,2224,-98.3,8.37,41.95,5.3,1.4,81,7.91,0.3
5/8/2017,5:15,16.13,2224,-98.4,8.38,40.58,5.4,1.4,81,7.92,0.3
5/8/2017,5:30,16.13,2225,-98.3,8.38,39.51,5.8,1.5,80.9,7.91,0.3
5/8/2017,5:45,16.11,2225,-98.3,8.38,38.66,5.1,1.4,80.7,7.89,0.3
5/8/2017,6:00,16.08,2225,-98.4,8.38,36.56,5,1.3,80.6,7.89,0.3
5/8/2017,6:15,16.05,2225,-98.2,8.37,37.32,4.8,1.3,80.5,7.89,0.3
5/8/2017,6:30,16.03,2226,-98.3,8.37,37.53,4.8,1.3,80.5,7.88,0.3
5/8/2017,6:45,16,2226,-98.4,8.38,36.02,4.7,1.3,80.4,7.88,0.3
5/8/2017,7:00,15.98,2226,-98.4,8.38,35.91,4.5,1.2,80.4,7.89,0.3
5/8/2017,7:15,15.99,2226,-98.1,8.37,34.68,4.4,1.2,80.4,7.88,0.3
5/8/2017,7:30,16.01,2226,-98.1,8.37,34.62,4.4,1.2,80.2,7.86,0.3
5/8/2017,7:45,16.01,2226,-98.1,8.37,36.18,4.3,1.1,80.2,7.86,0.3
5/8/2017,8:00,16.01,2226,-98.1,8.37,33.67,4.2,1.1,80.3,7.87,0.3
5/8/2017,8:15,16.01,2227,-98,8.37,33.36,4.3,1.1,80.3,7.87,0.3
5/8/2017,8:30,16.01,2227,-97.8,8.37,32.88,4.3,1.1,80.3,7.87,0.3
5/8/2017,8:45,16.03,2227,-98,8.37,32.51,4.3,1.1,80.4,7.88,0.3
5/8/2017,9:00,16.04,2227,-98.1,8.37,32.31,4.3,1.1,80.4,7.88,0.3
5/8/2017,9:15,16.04,2227,-98,8.37,32.12,4.3,1.1,80.3,7.87,0.3
5/8/2017,9:30,16.08,2228,-97.7,8.36,31.32,4.5,1.2,80.6,7.89,0.3
5/8/2017,9:45,16.11,2228,-97.7,8.37,32.16,4.3,1.2,80.6,7.88,0.3
5/8/2017,10:00,16.15,2228,-97.7,8.36,31.13,4.4,1.2,80.7,7.88,0.3
5/8/2017,10:15,16.17,2229,-97.7,8.36,32.38,4.3,1.2,80.7,7.89,0.3
5/8/2017,10:30,16.21,2229,-97.9,8.37,34.21,4.5,1.2,80.8,7.89,0.3
5/8/2017,10:45,16.26,2229,-98,8.37,34.03,4.4,1.2,81.1,7.91,0.3
5/8/2017,11:00,16.28,2229,-98,8.37,36.48,4.6,1.2,81.1,7.91,0.3
5/8/2017,11:15,16.34,2229,-98.1,8.37,36.43,4.8,1.3,81.3,7.92,0.3
5/8/2017,11:30,16.41,2230,-98,8.37,34.89,4.7,1.3,81.6,7.93,0.3
5/8/2017,11:45,16.46,2230,-98.1,8.37,34.94,4.7,1.3,81.8,7.94,0.3
5/8/2017,12:00,16.56,2230,-97.9,8.37,33.73,4.5,1.2,82.2,7.96,0.3
5/8/2017,12:15,16.59,2230,-97.7,8.36,33.63,4.6,1.2,82.3,7.96,0.3
5/8/2017,12:30,16.7,2231,-97.9,8.36,32.47,4.7,1.3,82.6,7.97,0.3
5/8/2017,12:45,16.77,2231,-97.9,8.36,31.62,4.5,1.2,82.7,7.98,0.3
5/8/2017,13:00,16.86,2231,-98,8.37,31.26,4.6,1.2,83.1,8,0.3
5/8/2017,13:15,16.95,2231,-98,8.37,30.7,4.5,1.2,83.5,8.02,0.3
5/8/2017,13:30,16.99,2232,-98.8,8.38,30.41,4.9,1.3,83.8,8.04,0.3
5/8/2017,13:45,17.03,2231,-98.8,8.38,29.25,4.7,1.2,83.8,8.04,0.3
5/8/2017,14:00,16.99,2231,-98.8,8.38,28.07,4.7,1.3,83.8,8.04,0.3
5/8/2017,14:15,17.01,2231,-98.7,8.38,26.79,4.6,1.2,84,8.06,0.3
5/8/2017,14:30,16.95,2231,-97.9,8.36,26.96,4.7,1.3,83.7,8.05,0.3
5/8/2017,14:45,16.92,2231,-98.5,8.37,26.65,4.6,1.2,83.7,8.05,0.3
5/8/2017,15:00,16.85,2231,-98.5,8.38,27.6,4.6,1.2,83.4,8.03,0.3
5/8/2017,15:15,16.83,2231,-98.5,8.38,27.95,4.7,1.3,83.3,8.02,0.3
5/8/2017,15:30,16.84,2231,-98.4,8.37,28.53,4.9,1.3,83.3,8.02,0.3
5/8/2017,15:45,16.91,2231,-98.5,8.38,27.64,4.9,1.3,83.6,8.04,0.3
5/8/2017,16:00,16.96,2231,-98.7,8.38,26.98,4.8,1.3,83.8,8.05,0.3
5/8/2017,16:15,17.01,2232,-98.7,8.38,26.73,5,1.3,84,8.06,0.3
5/8/2017,16:30,17,2231,-98.8,8.38,26.88,5,1.3,84,8.06,0.3
5/8/2017,16:45,17.04,2232,-99,8.38,26.47,4.9,1.3,84.2,8.08,0.3
5/8/2017,17:00,17.04,2232,-98.8,8.38,27.72,5.1,1.4,84.1,8.07,0.3
5/8/2017,17:15,17.07,2233,-98.8,8.38,27.59,5,1.3,84.3,8.08,0.3
5/8/2017,17:30,17.06,2233,-98.9,8.38,31.17,4.9,1.3,84.1,8.07,0.3
5/8/2017,17:45,17.07,2233,-98.9,8.38,33.49,5.3,1.4,84.1,8.06,0.3
5/8/2017,18:00,17.07,2233,-98.8,8.38,36.47,5.5,1.5,84,8.05,0.3
5/8/2017,18:15,17.07,2233,-98.9,8.38,44.95,5.5,1.5,84,8.05,0.3
5/8/2017,18:30,17.05,2233,-98.9,8.38,46.92,5.5,1.5,84,8.05,0.3
5/8/2017,18:45,17.04,2233,-98.9,8.38,56.65,5.9,1.6,83.9,8.05,0.4
5/8/2017,19:00,17.03,2233,-99,8.38,56.32,5.9,1.6,83.9,8.05,0.4
5/8/2017,19:15,17.03,2234,-99,8.38,58.31,6,1.6,84.1,8.06,0.4
5/8/2017,19:30,17.03,2235,-99.1,8.38,71.58,6.4,1.7,84,8.06,0.4
5/8/2017,19:45,17.02,2236,-99.1,8.39,73.15,6.4,1.7,84.1,8.07,0.4
5/8/2017,20:00,17.01,2237,-99,8.38,78.33,6.4,1.7,84,8.06,0.5
5/8/2017,20:15,16.99,2237,-99,8.38,81.77,6.6,1.8,84,8.06,0.5
5/8/2017,20:30,16.99,2237,-99.1,8.39,84.31,6.8,1.8,83.9,8.06,0.5
5/8/2017,20:45,16.97,2237,-99,8.38,78.43,7.1,1.9,83.8,8.05,0.5
5/8/2017,21:00,16.96,2238,-99,8.38,79.53,7,1.9,83.7,8.04,0.5
5/8/2017,21:15,16.94,2239,-99.2,8.39,74.82,6.6,1.8,83.7,8.04,0.5
5/8/2017,21:30,16.93,2240,-99.2,8.39,74.18,6.9,1.9,83.6,8.04,0.5
5/8/2017,21:45,16.91,2241,-99.2,8.39,71.08,6.9,1.9,83.6,8.04,0.5
5/8/2017,22:00,16.91,2241,-99.1,8.39,77.15,7,1.9,83.5,8.03,0.5
5/8/2017,22:15,16.89,2243,-99.2,8.39,63.06,6.7,1.8,83.4,8.03,0.5
5/8/2017,22:30,16.88,2243,-99.3,8.39,68.72,6.6,1.8,83.4,8.02,0.4
5/8/2017,22:45,16.87,2244,-99.3,8.39,63.05,6.9,1.8,83.3,8.02,0.4
5/8/2017,23:00,16.85,2246,-99.2,8.39,62.34,6.7,1.8,83.3,8.02,0.4
5/8/2017,23:15,16.83,2246,-99.2,8.39,57.28,6.6,1.8,83.2,8.02,0.4
5/8/2017,23:30,16.81,2247,-99.1,8.39,54.33,6.4,1.7,83.2,8.02,0.4
5/8/2017,23:45,16.81,2248,-99.1,8.39,53.99,6.5,1.7,83.2,8.02,0.4
5/9/2017,0:00,16.8,2249,-99.1,8.39,53.28,6.5,1.7,83.1,8.01,0.4
5/9/2017,0:15,16.78,2250,-99.1,8.39,52.61,6.6,1.8,83,8,0.4
5/9/2017,0:30,16.79,2252,-99.2,8.39,52.58,6.5,1.7,83,8.01,0.4
5/9/2017,0:45,16.8,2252,-99.2,8.39,51.33,6.4,1.7,82.9,7.99,0.4
5/9/2017,1:00,16.8,2252,-99.1,8.39,50.44,6.6,1.8,82.8,7.98,0.3
5/9/2017,1:15,16.79,2252,-99.1,8.39,49.45,6.3,1.7,82.7,7.97,0.4
5/9/2017,1:30,16.78,2252,-98.9,8.38,50.5,6.3,1.7,82.4,7.94,0.4
5/9/2017,1:45,16.77,2251,-98.8,8.38,48.78,6.3,1.7,82.3,7.94,0.4
5/9/2017,2:00,16.76,2251,-98.9,8.38,47.52,6.2,1.7,82.1,7.92,0.4
5/9/2017,2:15,16.71,2252,-98.9,8.38,45.52,6,1.6,82,7.92,0.4
5/9/2017,2:30,16.69,2252,-98.9,8.38,44.48,6,1.6,81.8,7.9,0.3
5/9/2017,2:45,16.68,2252,-98.9,8.38,42.74,6,1.6,81.7,7.9,0.3
5/9/2017,3:00,16.67,2253,-98.9,8.38,44.67,6,1.6,81.7,7.89,0.3
5/9/2017,3:15,16.64,2253,-98.9,8.38,38.69,6,1.6,81.6,7.89,0.4
5/9/2017,3:30,16.64,2253,-98.8,8.38,44.29,5.7,1.5,81.4,7.87,0.4
5/9/2017,3:45,16.63,2253,-98.8,8.38,42.82,5.5,1.5,81.2,7.85,0.4
5/9/2017,4:00,16.62,2254,-98.7,8.38,43.33,5.9,1.6,81.1,7.85,0.3
5/9/2017,4:15,16.61,2254,-98.7,8.38,41.96,5.7,1.5,81.1,7.85,0.4
5/9/2017,4:30,16.57,2254,-98.8,8.38,39.53,5.9,1.6,81.1,7.85,0.3
5/9/2017,4:45,16.58,2254,-98.7,8.38,41.33,6.1,1.6,80.9,7.84,0.3
5/9/2017,5:00,16.55,2255,-98.7,8.38,38.91,6,1.6,80.8,7.83,0.4
5/9/2017,5:15,16.53,2255,-98.6,8.38,38.5,6.2,1.7,80.7,7.82,0.3
5/9/2017,5:30,16.5,2256,-98.6,8.38,38.86,5.9,1.6,80.5,7.81,0.4
5/9/2017,5:45,16.48,2256,-98.4,8.37,36.83,5.3,1.4,80.2,7.79,0.3
5/9/2017,6:00,16.47,2257,-98.3,8.37,36.98,5.5,1.5,80.3,7.8,0.3
5/9/2017,6:15,16.44,2257,-98.3,8.37,36.03,4.8,1.3,80.1,7.78,0.3
5/9/2017,6:30,16.44,2258,-98.3,8.37,35.99,5.5,1.5,79.9,7.76,0.3
5/9/2017,6:45,16.41,2260,-98.2,8.37,34.89,5.1,1.3,79.9,7.76,0.3
5/9/2017,7:00,16.4,2262,-98.1,8.37,40.81,4.8,1.3,79.9,7.76,0.3
5/9/2017,7:15,16.38,2264,-98.1,8.37,35.98,4.7,1.3,80,7.78,0.3
5/9/2017,7:30,16.37,2265,-98,8.37,36.06,4.4,1.2,80,7.78,0.3
5/9/2017,7:45,16.37,2266,-98,8.37,34.28,4.5,1.2,79.9,7.77,0.3
5/9/2017,8:00,16.38,2266,-97.9,8.37,33.51,4.9,1.3,79.7,7.75,0.3
5/9/2017,8:15,16.37,2268,-97.9,8.37,33.13,4.8,1.3,80.1,7.79,0.3
5/9/2017,8:30,16.39,2268,-97.8,8.37,29.4,4.5,1.2,80.3,7.81,0.3
5/9/2017,8:45,16.4,2268,-97.6,8.36,30.46,4.3,1.2,80.1,7.78,0.3
5/9/2017,9:00,16.44,2269,-97.6,8.36,29.87,4.4,1.2,80.7,7.83,0.3
5/9/2017,9:15,16.48,2270,-97.7,8.36,29.36,4.5,1.2,81.1,7.87,0.3
5/9/2017,9:30,16.55,2270,-97.6,8.36,29.31,4.5,1.2,81.5,7.89,0.2
5/9/2017,9:45,16.61,2272,-97.6,8.36,28.5,4.4,1.2,82,7.94,0.3
5/9/2017,10:00,16.65,2274,-97.5,8.36,27.85,4.6,1.2,82.3,7.96,0.3
5/9/2017,10:15,16.65,2276,-97.2,8.35,27.11,4.5,1.2,82.4,7.97,0.2
5/9/2017,10:30,16.67,2278,-97,8.35,26.77,4.4,1.2,82.1,7.94,0.3
5/9/2017,10:45,16.68,2278,-97.1,8.35,25.99,4.4,1.2,82.3,7.95,0.3
5/9/2017,11:00,16.67,2281,-97,8.35,25.81,4.4,1.2,82,7.92,0.2
5/9/2017,11:15,16.68,2281,-97.1,8.35,25.72,4.4,1.2,82.2,7.95,0.3
5/9/2017,11:30,16.74,2282,-97.4,8.36,25.64,4.4,1.2,82.9,8,0.3
5/9/2017,11:45,16.75,2283,-97.5,8.36,25.83,4.4,1.2,83.2,8.03,0.3
5/9/2017,12:00,16.73,2285,-97.5,8.36,25.69,4.5,1.2,83.3,8.04,0.3
5/9/2017,12:15,16.75,2285,-97.6,8.36,24.67,4.5,1.2,83.6,8.06,0.2
5/9/2017,12:30,16.77,2284,-97.6,8.36,24.32,4.4,1.2,83.6,8.06,0.2
5/9/2017,12:45,16.79,2281,-97.8,8.36,23.32,3.9,1,83.6,8.05,0.2
5/9/2017,13:00,16.8,2282,-98,8.37,22.7,3.9,1,84,8.09,0.3
5/9/2017,13:15,16.8,2283,-98,8.37,22.14,4.2,1.1,84,8.09,0.2
5/9/2017,13:30,16.85,2279,-98.3,8.37,21.49,3.8,1,84.4,8.13,0.2
5/9/2017,13:45,16.9,2274,-98.5,8.37,21.91,3.9,1,84.8,8.15,0.2
5/9/2017,14:00,17.25,2271,-97.7,8.36,22.23,4.2,1.1,83.6,7.98,0.2
5/9/2017,14:15,18.13,2264,-98,8.36,21.58,3.5,0.9,86,8.06,0.3
5/9/2017,14:30,17.74,2270,-97.5,8.35,21.5,3.7,1,85,8.03,0.2
5/9/2017,14:45,17.75,2270,-97.6,8.36,21.48,3.7,1,84.9,8.03,0.2
5/9/2017,15:00,17.75,2269,-97.6,8.36,21.93,3.8,1,84.9,8.02,0.2
5/9/2017,15:15,17.66,2270,-97.6,8.36,22.92,4,1.1,84.4,8,0.2
5/9/2017,15:30,17.63,2271,-97.6,8.36,22.2,4.3,1.1,84.4,8,0.2
5/9/2017,15:45,17.71,2270,-97.6,8.35,23.31,4.2,1.1,84.6,8,0.2
5/9/2017,16:00,17.73,2267,-97.7,8.36,23.65,4.1,1.1,84.5,7.99,0.3
5/9/2017,16:15,17.71,2270,-97.6,8.36,24.49,4.2,1.1,84.5,7.99,0.3
5/9/2017,16:30,17.71,2265,-97.6,8.36,24.64,4.4,1.2,84.3,7.97,0.2
5/9/2017,16:45,17.72,2263,-97.6,8.36,24.55,4.3,1.1,84.3,7.97,0.2
5/9/2017,17:00,17.69,2266,-97.5,8.35,26.38,4.5,1.2,84.2,7.97,0.3
5/9/2017,17:15,17.68,2269,-97.6,8.36,28.09,4.7,1.3,84.2,7.97,0.2
5/9/2017,17:30,17.67,2269,-97.7,8.36,32,4.7,1.3,84,7.95,0.3
5/9/2017,17:45,17.65,2268,-97.6,8.36,34.48,4.8,1.3,83.8,7.94,0.3
5/9/2017,18:00,17.67,2263,-97.8,8.36,34.78,4.8,1.3,83.9,7.94,0.3
5/9/2017,18:15,17.66,2259,-98,8.36,35.74,4.6,1.2,83.8,7.93,0.3
5/9/2017,18:30,17.63,2262,-98,8.36,40.25,4.9,1.3,83.7,7.93,0.3
5/9/2017,18:45,17.62,2261,-98.2,8.37,43.13,4.6,1.2,83.6,7.93,0.3
5/9/2017,19:00,17.6,2262,-98.1,8.36,48.05,5.1,1.4,83.6,7.92,0.3
5/9/2017,19:15,17.56,2254,-98.1,8.37,57.04,5.3,1.4,83.3,7.9,0.3
5/9/2017,19:30,17.52,2249,-97.9,8.36,63.5,5.7,1.5,83.1,7.89,0.4
5/9/2017,19:45,17.48,2251,-97.9,8.36,72.53,5.6,1.5,83,7.89,0.4
5/9/2017,20:00,17.45,2253,-97.8,8.36,84.5,5.8,1.6,82.9,7.88,0.5
5/9/2017,20:15,17.42,2252,-97.8,8.36,90.89,6.2,1.7,82.8,7.88,0.5
5/9/2017,20:30,17.39,2251,-97.8,8.36,92.68,6.1,1.6,82.6,7.87,0.5
5/9/2017,20:45,17.35,2252,-97.9,8.36,93.47,6.3,1.7,82.6,7.87,0.5
5/9/2017,21:00,17.32,2253,-97.9,8.36,96.3,6.5,1.7,82.5,7.87,0.5
5/9/2017,21:15,17.29,2254,-98,8.36,93.89,6.4,1.7,82.5,7.87,0.5
5/9/2017,21:30,17.27,2255,-98,8.36,94.96,6.4,1.7,82.4,7.86,0.5
5/9/2017,21:45,17.25,2256,-97.9,8.36,91.3,6.4,1.7,82.4,7.87,0.5
5/9/2017,22:00,17.23,2257,-98,8.36,88.86,6.3,1.7,82.4,7.87,0.5
5/9/2017,22:15,17.22,2258,-98.1,8.37,89.87,6.3,1.7,82.4,7.87,0.5
5/9/2017,22:30,17.21,2258,-98.1,8.37,87.36,6.2,1.7,82.4,7.87,0.5
5/9/2017,22:45,17.21,2258,-98.2,8.37,92.97,6.4,1.7,82.4,7.88,0.5
5/9/2017,23:00,17.19,2258,-98.4,8.37,89.6,6.5,1.7,82.4,7.88,0.5
5/9/2017,23:15,17.17,2259,-98.2,8.37,85.08,6.5,1.7,82.5,7.89,0.5
5/9/2017,23:30,17.17,2259,-98.2,8.37,89.01,6.2,1.7,82.5,7.89,0.5
5/9/2017,23:45,17.16,2259,-98.3,8.37,86.93,6.9,1.9,82.5,7.89,0.5
5/10/2017,0:00,17.15,2259,-98.3,8.37,88.24,6.6,1.8,82.5,7.89,0.5
5/10/2017,0:15,17.14,2261,-98.4,8.37,84.69,6.6,1.8,82.5,7.89,0.5
5/10/2017,0:30,17.14,2263,-98.3,8.37,85.82,6.2,1.7,82.5,7.89,0.5
5/10/2017,0:45,17.14,2264,-98.4,8.37,87.45,6.6,1.8,82.5,7.89,0.5
5/10/2017,1:00,17.13,2266,-98.3,8.37,87.2,6.7,1.8,82.5,7.89,0.5
5/10/2017,1:15,17.11,2268,-98.6,8.38,83.16,6.7,1.8,82.5,7.9,0.5
5/10/2017,1:30,17.06,2268,-98.7,8.38,77.35,6.6,1.8,82.5,7.91,0.5
5/10/2017,1:45,17.09,2266,-98.9,8.38,79.16,6.9,1.9,82.7,7.93,0.5
5/10/2017,2:00,17.07,2265,-99.1,8.38,78.59,7,1.9,82.8,7.94,0.5
5/10/2017,2:15,17.03,2263,-99.3,8.39,79.02,7.2,1.9,82.8,7.94,0.5
5/10/2017,2:30,17.04,2261,-99.7,8.39,77.95,7.1,1.9,82.7,7.93,0.5
5/10/2017,2:45,17.03,2259,-99.7,8.4,76.68,7,1.9,82.6,7.92,0.5
5/10/2017,3:00,17.01,2258,-99.9,8.4,77.33,7.1,1.9,82.4,7.91,0.5
5/10/2017,3:15,16.95,2257,-100,8.4,72.72,7,1.9,82.4,7.92,0.5
5/10/2017,3:30,16.93,2256,-99.9,8.4,71.22,7,1.9,82.3,7.91,0.6
5/10/2017,3:45,16.89,2256,-100,8.4,67.87,7.1,1.9,82.2,7.9,0.5
5/10/2017,4:00,16.88,2256,-100.1,8.4,66.28,7.1,1.9,82.1,7.9,0.5
5/10/2017,4:15,16.87,2256,-100.1,8.4,66.43,7.1,1.9,81.9,7.89,0.5
5/10/2017,4:30,16.87,2257,-100.1,8.4,66.96,6.9,1.9,81.9,7.88,0.5
5/10/2017,4:45,16.83,2256,-100,8.4,62.27,6.9,1.9,81.8,7.88,0.5
5/10/2017,5:00,16.81,2257,-100,8.4,61.15,6.9,1.9,81.7,7.88,0.5
5/10/2017,5:15,16.77,2257,-100.1,8.4,59.08,6.9,1.9,81.7,7.88,0.4
5/10/2017,5:30,16.78,2257,-100,8.4,57.88,6.9,1.9,81.6,7.87,0.5
5/10/2017,5:45,16.76,2257,-100,8.4,57.9,6.9,1.9,81.6,7.87,0.4
5/10/2017,6:00,16.73,2257,-100,8.4,55.01,6.5,1.8,81.5,7.87,0.5
5/10/2017,6:15,16.72,2257,-99.8,8.4,53.75,6.4,1.7,81.4,7.86,0.4
5/10/2017,6:30,16.7,2258,-99.6,8.4,53.39,6.2,1.7,81.3,7.85,0.4
5/10/2017,6:45,16.69,2258,-99.6,8.4,51.83,6,1.6,81.1,7.84,0.4
5/10/2017,7:00,16.67,2258,-99.6,8.4,50.39,5.8,1.5,81.1,7.84,0.4
5/10/2017,7:15,16.69,2259,-99.5,8.39,51.15,5.9,1.6,81,7.83,0.4
5/10/2017,7:30,16.68,2260,-99.6,8.39,49.32,5.7,1.5,81,7.82,0.4
5/10/2017,7:45,16.67,2262,-99.5,8.39,47.01,5.9,1.6,81,7.82,0.4
5/10/2017,8:00,16.67,2263,-99.5,8.39,48.69,5.8,1.6,81,7.83,0.4
5/10/2017,8:15,16.68,2265,-99.4,8.39,48.85,5.8,1.6,81,7.83,0.4
5/10/2017,8:30,16.7,2268,-99.4,8.39,46.94,5.8,1.6,81.3,7.85,0.4
5/10/2017,8:45,16.72,2271,-99,8.38,47.67,5.7,1.5,80.8,7.8,0.4
5/10/2017,9:00,16.8,2274,-98.8,8.38,43.87,5.6,1.5,81.5,7.86,0.4
5/10/2017,9:15,16.8,2275,-98.4,8.37,43.46,5.2,1.4,81.2,7.83,0.4
5/10/2017,9:30,16.82,2276,-98.2,8.37,41.78,5.6,1.5,81.4,7.85,0.4
5/10/2017,9:45,16.83,2277,-98.1,8.37,40.17,5.2,1.4,81.7,7.87,0.4
5/10/2017,10:00,16.85,2277,-98,8.37,38.78,5.2,1.4,81.8,7.88,0.4
5/10/2017,10:15,16.87,2276,-97.8,8.36,37.36,5.2,1.4,82,7.89,0.3
5/10/2017,10:30,16.89,2276,-97.8,8.36,36.17,4.9,1.3,82.1,7.9,0.4
5/10/2017,10:45,16.94,2273,-97.6,8.36,34.57,4.8,1.3,82.4,7.92,0.3
5/10/2017,11:00,16.96,2271,-97.5,8.36,33.13,4.6,1.2,82.5,7.92,0.3
5/10/2017,11:15,16.97,2270,-97.5,8.36,31.17,4.6,1.2,82.5,7.92,0.3
5/10/2017,11:30,16.94,2271,-97.4,8.36,30.95,4.6,1.2,82.2,7.9,0.3
5/10/2017,11:45,16.95,2271,-97.4,8.35,30.18,4.3,1.1,82.1,7.89,0.3
5/10/2017,12:00,17.08,2267,-97.6,8.36,30.24,4.2,1.1,82.9,7.94,0.3
5/10/2017,12:15,17.14,2264,-97.7,8.36,30.21,4.2,1.1,83,7.94,0.3
5/10/2017,12:30,17.21,2261,-97.9,8.36,29.35,4.1,1.1,83.4,7.97,0.3
5/10/2017,12:45,17.3,2257,-98.3,8.37,28.59,4,1,83.8,7.99,0.2
5/10/2017,13:00,17.49,2254,-98.8,8.38,29.41,3.8,1,84.5,8.03,0.2
5/10/2017,13:15,17.33,2252,-98.9,8.38,27.63,3.8,1,84.5,8.06,0.2
5/10/2017,13:30,17.84,2254,-99.5,8.39,28.86,3.7,1,86.5,8.16,0.2
5/10/2017,13:45,17.81,2255,-99.5,8.39,28.59,3.8,1,86.7,8.18,0.2
5/10/2017,14:00,17.88,2258,-99.6,8.39,27.68,3.8,1,86.9,8.19,0.2
5/10/2017,14:15,18.56,2245,-99.5,8.38,26.51,3.6,0.9,87.4,8.13,0.2
5/10/2017,14:30,18.5,2243,-99.5,8.39,26.41,3.7,1,87.7,8.17,0.2
5/10/2017,14:45,18.38,2249,-99.8,8.39,27.03,4,1.1,88.5,8.25,0.3
5/10/2017,15:00,18.21,2252,-99.9,8.39,26.58,3.9,1,88.4,8.27,0.2
5/10/2017,15:15,19,2243,-99.7,8.39,25.18,3.8,1,88.7,8.17,0.2
5/10/2017,15:30,19.35,2242,-99,8.37,23.15,3.5,0.9,88.9,8.13,0.2
5/10/2017,15:45,19.23,2243,-98.8,8.37,22.19,3.6,0.9,88.6,8.12,0.2
5/10/2017,16:00,19.02,2245,-98.7,8.37,21.77,3.6,0.9,88.1,8.12,0.2
5/10/2017,16:15,18.73,2245,-98.5,8.37,21.28,3.8,1,86.9,8.05,0.3
5/10/2017,16:30,18.52,2247,-98.5,8.37,21.46,3.9,1,86.1,8.01,0.2
5/10/2017,16:45,18.42,2246,-98.3,8.36,22.12,4,1.1,85.4,7.96,0.2
5/10/2017,17:00,18.27,2248,-98.3,8.36,22.57,4.1,1.1,84.7,7.92,0.2
5/10/2017,17:15,18.18,2250,-98.1,8.36,23.34,4.2,1.1,84.2,7.89,0.3
5/10/2017,17:30,18.09,2251,-98.1,8.36,24.19,4.3,1.1,83.7,7.85,0.3
5/10/2017,17:45,18.09,2251,-98.1,8.36,26.1,4.4,1.2,83.7,7.86,0.3
5/10/2017,18:00,18.03,2252,-98.1,8.36,27.93,4.4,1.2,83.2,7.82,0.3
5/10/2017,18:15,18.02,2253,-98.2,8.36,27.66,4.6,1.2,83.4,7.84,0.3
